plot;plot_code;nurse;nurse_code;oc_x;oc_y;cic_x;cic_y;cd
19;CHAZB;facil;CHAZB_facil;2.14635304214796;1.24920464728785;1.0828191365796;0.87922992264915;1.12604869573433
20;CHIM;facil;CHIM_facil;1.20651493546288;1.35848641239726;0.836124330294304;0.981954020987342;0.528172170961341
21;SEGUR;facil;SEGUR_facil;-0.152921270812571;1.1957407519348;-0.745308523450039;0.922046633596437;0.652557374872418
22;NCABL;facil;NCABL_facil;0.0835617234651927;1.16137728043115;-0.357780577815968;1.32114163718539;0.469369445734642
23;PALOM;facil;PALOM_facil;1.11424451153873;1.247482093064;0.0124960472605363;0.574686094781609;1.29093149850957
24;QUIBJ;facil;QUIBJ_facil;1.39241524960536;1.83303811575435;0.0109997114034416;0.536842537404207;1.89431567235246
25;RESER;facil;RESER_facil;0.348359220771322;1.35436938345299;-0.75153287212381;1.08818331788299;1.13164377677645
26;RIOMD;facil;RIOMD_facil;0.144150395768278;1.19763052523563;-0.902429080542904;0.831924015979373;1.10863422784442
27;DNANA;facil;DNANA_facil;3.64524428153124;-2.56404436587318;2.68663840763918;-0.723500422445876;2.0752173932259
28;CALBL;facil;CALBL_facil;4.02337503073578;-1.31077130492976;2.72583237336227;0.308782836825718;2.07522831654284
