plot;plot_code;nurse;nurse_code;oc_bio01;oc_bio02;oc_bio03;oc_bio04;oc_bio05;oc_bio06;oc_bio07;oc_bio08;oc_bio09;oc_bio10;oc_bio11;oc_bio12;oc_bio13;oc_bio14;oc_bio15;oc_bio16;oc_bio17;oc_bio18;oc_bio19;cic_bio01;cd_abs_bio01;cd_bio01;cic_bio02;cd_abs_bio02;cd_bio02;cic_bio03;cd_abs_bio03;cd_bio03;cic_bio04;cd_abs_bio04;cd_bio04;cic_bio05;cd_abs_bio05;cd_bio05;cic_bio06;cd_abs_bio06;cd_bio06;cic_bio07;cd_abs_bio07;cd_bio07;cic_bio08;cd_abs_bio08;cd_bio08;cic_bio09;cd_abs_bio09;cd_bio09;cic_bio10;cd_abs_bio10;cd_bio10;cic_bio11;cd_abs_bio11;cd_bio11;cic_bio12;cd_abs_bio12;cd_bio12;cic_bio13;cd_abs_bio13;cd_bio13;cic_bio14;cd_abs_bio14;cd_bio14;cic_bio15;cd_abs_bio15;cd_bio15;cic_bio16;cd_abs_bio16;cd_bio16;cic_bio17;cd_abs_bio17;cd_bio17;cic_bio18;cd_abs_bio18;cd_bio18;cic_bio19;cd_abs_bio19;cd_bio19
11;SNEV11;open;SNEV11_open;79;104;354;6155;239;-55;294;18;172;172;1;636;93;4;56;270;14;14;253;124.284133450898;45.2841334508976;45.2841334508976;95.951532502622;-8.04846749737801;-8.04846749737801;343.495780519826;-10.5042194801742;-10.5042194801742;5849.00713500277;-305.992864997227;-305.992864997227;279.593600440849;40.5936004408487;40.5936004408487;6.28359458980166;-48.7164054101983;61.2835945898017;278.200780851408;-15.7992191485924;-15.7992191485924;110.191085606486;92.1910856064858;92.1910856064858;218.084202598609;46.0842025986094;46.0842025986094;219.994292668615;47.994292668615;47.994292668615;48.2802800287812;47.2802800287812;47.2802800287812;489.221137727867;-146.778862272133;-146.778862272133;60.23941283463;-32.76058716537;-32.76058716537;5.8737088879646;1.8737088879646;1.8737088879646;34.9049183155308;-21.0950816844692;-21.0950816844692;169.436530883;-100.563469117;-100.563469117;23.9263080558963;9.92630805589634;9.92630805589634;23.6886211623363;9.68862116233627;9.68862116233627;123.662849048838;-129.337150951162;-129.337150951162
12;SNEV12;open;SNEV12_open;117;98;345;6074;271;-14;285;57;209;209;40;525;85;4;54;236;14;14;207;151.003437052389;34.0034370523892;34.0034370523892;99.8231879568587;1.82318795685867;1.82318795685867;344.516724009185;-0.48327599081523;-0.48327599081523;5858.94510337098;-215.054896629022;-215.054896629022;291.807113614996;20.8071136149958;20.8071136149958;26.6012530717173;12.6012530717173;40.6012530717173;292.85622747005;7.85622747004993;7.85622747004993;95.1283393774714;38.1283393774714;38.1283393774714;238.145983725428;29.1459837254277;29.1459837254277;243.635644921484;34.6356449214837;34.6356449214837;70.2628173480619;30.2628173480619;30.2628173480619;555.819804142157;30.8198041421572;30.8198041421572;84.3487039929269;-0.651296007073142;-0.651296007073142;3.91180250372464;-0.0881974962753556;-0.0881974962753556;46.7337536335837;-7.2662463664163;-7.2662463664163;232.132551092363;-3.86744890763651;-3.86744890763651;14.1647895066202;0.16478950662019;0.16478950662019;14.1649840030486;0.164984003048582;0.164984003048582;146.253269655641;-60.746730344359;-60.746730344359
13;SNEV13;open;SNEV13_open;104;98;346;6038;257;-26;284;45;195;195;27;563;88;5;53;246;17;17;218;136.965186109207;32.9651861092068;32.9651861092068;100.047706678103;2.04770667810297;2.04770667810297;339.533908804715;-6.466091195285;-6.466091195285;6017.2631121392;-20.7368878608049;-20.7368878608049;291.809461246206;34.8094612462056;34.8094612462056;14.8869885268176;-11.1130114731824;40.8869885268176;285.353306473706;1.35330647370625;1.35330647370625;88.1956383320132;43.1956383320132;43.1956383320132;233.603975470231;38.6039754702308;38.6039754702308;235.22843934239;40.2284393423901;40.2284393423901;53.3601729814873;26.3601729814873;26.3601729814873;578.902923827988;15.9029238279878;15.9029238279878;82.9978040214686;-5.00219597853139;-5.00219597853139;4.46621347420969;-0.53378652579031;-0.53378652579031;48.1377566830811;-4.86224331691886;-4.86224331691886;235.231224548235;-10.7687754517647;-10.7687754517647;15.8805731771061;-1.11942682289393;-1.11942682289393;15.9897435141463;-1.01025648585366;-1.01025648585366;159.502104964156;-58.4978950358437;-58.4978950358437
14;SNEV14;open;SNEV14_open;74;99;351;5957;226;-56;282;16;163;163;-2;585;87;5;51;246;19;19;221;98.8813433297225;24.8813433297225;24.8813433297225;98.0382695667017;-0.961730433298257;-0.961730433298257;342.32354984781;-8.67645015219023;-8.67645015219023;6045.00054068017;88.0005406801656;88.0005406801656;248.64325038129;22.6432503812902;22.6432503812902;-26.5750171569504;-29.4249828430496;29.4249828430496;284.703634281546;2.70363428154639;2.70363428154639;46.8614543760416;30.8614543760416;30.8614543760416;185.106355210789;22.1063552107894;22.1063552107894;188.414179020026;25.4141790200262;25.4141790200262;22.1823034428737;20.1823034428737;24.1823034428737;577.707244240675;-7.29275575932536;-7.29275575932536;77.9702330849319;-9.02976691506814;-9.02976691506814;8.69393828801601;3.69393828801601;3.69393828801601;46.5170923714094;-4.48290762859065;-4.48290762859065;222.253869309414;-23.7461306905861;-23.7461306905861;32.2518086219834;13.2518086219834;13.2518086219834;34.3435190718662;15.3435190718662;15.3435190718662;182.891691365035;-38.1083086349653;-38.1083086349653
15;SNEV15;open;SNEV15_open;114;89;332;5887;258;-9;267;57;203;203;40;412;51;6;44;152;22;22;145;148.242787248178;34.2427872481775;34.2427872481775;96.2997183846623;7.29971838466226;7.29971838466226;341.256492641634;9.2564926416336;9.2564926416336;5861.97851084836;-25.0214891516443;-25.0214891516443;295.480438998027;37.4804389980266;37.4804389980266;25.6127971749203;16.6127971749203;34.6127971749203;271.420851467812;4.42085146781233;4.42085146781233;123.759851200872;66.7598512008716;66.7598512008716;238.396721896321;35.3967218963208;35.3967218963208;240.615031802532;37.6150318025316;37.6150318025316;69.5319091444172;29.5319091444172;29.5319091444172;492.599623090258;80.5996230902583;80.5996230902583;70.9790973616732;19.9790973616732;19.9790973616732;4.9508069785928;-1.0491930214072;-1.0491930214072;44.8222601597895;0.822260159789515;0.822260159789515;204.226175721569;52.2261757215689;52.2261757215689;20.3924715504758;-1.60752844952425;-1.60752844952425;20.3463733287102;-1.65362667128985;-1.65362667128985;152.156800583046;7.15680058304616;7.15680058304616
16;SNEV16;open;SNEV16_open;106;90;334;5881;250;-18;268;48;194;194;31;431;57;6;44;165;24;24;153;131.232292488688;25.2322924886875;25.2322924886875;94.2170398460918;4.21703984609177;4.21703984609177;337.700093905112;3.70009390511177;3.70009390511177;5942.30041648087;61.3004164808744;61.3004164808744;284.475070650136;34.475070650136;34.475070650136;10.2340187190641;-7.76598128093591;28.2340187190641;277.178020206423;9.17802020642313;9.17802020642313;105.14515503332;57.1451550333202;57.1451550333202;225.63105689713;31.6310568971296;31.6310568971296;225.728496789157;31.7284967891569;31.7284967891569;54.890271407697;23.890271407697;23.890271407697;474.20106661677;43.2010666167695;43.2010666167695;61.3928155234499;4.39281552344991;4.39281552344991;6.79133175059432;0.791331750594319;0.791331750594319;37.1519847115362;-6.84801528846383;-6.84801528846383;175.552860227665;10.5528602276647;10.5528602276647;28.7233918943684;4.72339189436843;4.72339189436843;28.586743444246;4.58674344424595;4.58674344424595;142.024116525747;-10.9758834742526;-10.9758834742526
17;LADR;open;LADR_open;136;107;341;6700;309;-3;312;67;237;237;50;529;75;4;54;215;16;16;203;140.274533457467;4.27453345746693;4.27453345746693;94.0142769244583;-12.9857230755417;-12.9857230755417;336.219456856946;-4.78054314305388;-4.78054314305388;5877.64597870893;-822.354021291066;-822.354021291066;279.963349911568;-29.0366500884318;-29.0366500884318;18.1342211074136;15.1342211074136;21.1342211074136;283.151562362109;-28.8484376378912;-28.8484376378912;116.863272101045;49.8632721010449;49.8632721010449;224.669268113079;-12.3307318869207;-12.3307318869207;233.014370507273;-3.98562949272704;-3.98562949272704;62.4849033769599;12.4849033769599;12.4849033769599;587.743603900379;58.7436039003794;58.7436039003794;80.9947181734716;5.99471817347163;5.99471817347163;6.88549173589478;2.88549173589478;2.88549173589478;38.6862071794987;-15.3137928205013;-15.3137928205013;226.956604638252;11.9566046382523;11.9566046382523;26.0064496421711;10.0064496421711;10.0064496421711;26.6527821251847;10.6527821251847;10.6527821251847;159.0007905929;-43.9992094071003;-43.9992094071003
18;CHAZA;open;CHAZA_open;141;106;340;6742;315;2;313;72;244;244;55;649;92;5;53;262;19;19;254;147.652299300151;6.65229930015133;6.65229930015133;99.1507397203541;-6.84926027964589;-6.84926027964589;338.969552622737;-1.03044737726322;-1.03044737726322;5840.69358886212;-901.306411137884;-901.306411137884;284.942950195359;-30.0570498046407;-30.0570498046407;22.8096240156499;20.8096240156499;20.8096240156499;292.545021321522;-20.4549786784777;-20.4549786784777;120.536461476116;48.5364614761161;48.5364614761161;234.165188888559;-9.83481111144076;-9.83481111144076;241.179346781735;-2.82065321826511;-2.82065321826511;67.8450724384567;12.8450724384567;12.8450724384567;583.923622379141;-65.0763776208588;-65.0763776208588;84.6253534733566;-7.37464652664342;-7.37464652664342;6.37288086136185;1.37288086136185;1.37288086136185;41.9433562205985;-11.0566437794015;-11.0566437794015;236.066928923723;-25.9330710762772;-25.9330710762772;21.7482488991317;2.74824889913172;2.74824889913172;22.4555436422035;3.4555436422035;3.4555436422035;144.025070041703;-109.974929958297;-109.974929958297
19;CHAZB;open;CHAZB_open;148;106;339;6774;322;9;314;78;251;251;62;631;90;5;54;256;19;19;248;149.104641780257;1.10464178025714;1.10464178025714;94.4069274599798;-11.5930725400202;-11.5930725400202;337.254219368093;-1.7457806319066;-1.7457806319066;5849.48656605392;-924.513433946084;-924.513433946084;284.025666698525;-37.9743333014755;-37.9743333014755;23.735791513374;14.735791513374;14.735791513374;278.551723647989;-35.4482763520114;-35.4482763520114;116.16479927409;38.1647992740899;38.1647992740899;238.33856679131;-12.66143320869;-12.66143320869;242.463345192714;-8.53665480728591;-8.53665480728591;68.1451516368262;6.14515163682618;6.14515163682618;605.677071455381;-25.3229285446187;-25.3229285446187;85.484908157164;-4.51509184283597;-4.51509184283597;6.67715679037846;1.67715679037846;1.67715679037846;43.3225148968069;-10.6774851031931;-10.6774851031931;240.635306368955;-15.3646936310455;-15.3646936310455;24.7433999329601;5.74339993296012;5.74339993296012;24.0546062947153;5.05460629471526;5.05460629471526;166.2110249401;-81.7889750599004;-81.7889750599004
20;CHIM;open;CHIM_open;130;107;342;6679;303;-9;311;62;231;231;45;672;96;5;53;272;21;21;260;136.388178442436;6.38817844243576;6.38817844243576;98.1330976158356;-8.86690238416439;-8.86690238416439;334.288125817006;-7.71187418299405;-7.71187418299405;5879.15367698693;-799.846323013066;-799.846323013066;278.206600829247;-24.7933991707534;-24.7933991707534;15.8676587086362;6.86765870863615;24.8676587086361;297.330888111686;-13.6691118883144;-13.6691118883144;122.800284716903;60.8002847169026;60.8002847169026;216.341624980937;-14.658375019063;-14.658375019063;227.737366838676;-3.26263316132361;-3.26263316132361;57.8608378558475;12.8608378558475;12.8608378558475;593.202214427222;-78.7977855727783;-78.7977855727783;83.8410341293313;-12.1589658706687;-12.1589658706687;11.8793549890212;6.87935498902125;6.87935498902125;36.9675917846232;-16.0324082153768;-16.0324082153768;236.052290183538;-35.9477098164624;-35.9477098164624;39.5600350766361;18.5600350766361;18.5600350766361;44.7208995130609;23.7208995130609;23.7208995130609;140.10394916586;-119.89605083414;-119.89605083414
21;SEGUR;open;SEGUR_open;109;103;342;6511;279;-22;301;42;208;208;27;772;105;10;47;295;40;40;275;110.924198791264;1.9241987912643;1.9241987912643;85.5196202753965;-17.4803797246035;-17.4803797246035;319.497017538801;-22.5029824611992;-22.5029824611992;5972.85440632396;-538.145593676037;-538.145593676037;253.624190954888;-25.3758090451119;-25.3758090451119;1.55238708762616;-20.4476129123738;23.5523870876262;266.346896447589;-34.6531035524113;-34.6531035524113;80.0005369171202;38.0005369171202;38.0005369171202;153.132857914527;-54.8671420854726;-54.8671420854726;197.316925112895;-10.6830748871051;-10.6830748871051;38.2261768275861;11.2261768275861;11.2261768275861;692.340876061471;-79.6591239385289;-79.6591239385289;82.7673158040198;-22.2326841959802;-22.2326841959802;29.161526336452;19.161526336452;19.161526336452;23.979141789146;-23.020858210854;-23.020858210854;237.012938947184;-57.9870610528157;-57.9870610528157;96.432921007295;56.432921007295;56.432921007295;112.209796612783;72.2097966127826;72.2097966127826;169.455085486864;-105.544914513136;-105.544914513136
22;NCABL;open;NCABL_open;112;103;341;6538;283;-19;302;45;212;212;30;756;106;9;49;296;35;35;278;116.16942386978;4.16942386978026;4.16942386978026;93.8474105533573;-9.15258944664269;-9.15258944664269;331.858223753505;-9.14177624649471;-9.14177624649471;6041.26246675714;-496.737533242863;-496.737533242863;268.911590552162;-14.0884094478379;-14.0884094478379;0.234098710781993;-18.765901289218;19.234098710782;274.962379248957;-27.037620751043;-27.037620751043;65.1085540039505;20.1085540039505;20.1085540039505;199.400847540064;-12.5991524599364;-12.5991524599364;209.105381915554;-2.89461808444614;-2.89461808444614;39.8744277590549;9.87442775905487;9.87442775905487;610.465706203867;-145.534293796133;-145.534293796133;80.2695294466925;-25.7304705533075;-25.7304705533075;20.521096032113;11.5210960321131;11.5210960321131;30.1327061966749;-18.8672938033251;-18.8672938033251;226.127249786291;-69.872750213709;-69.872750213709;68.6967149027492;33.6967149027492;33.6967149027492;74.4164482727733;39.4164482727733;39.4164482727733;149.463328180959;-128.536671819041;-128.536671819041
23;PALOM;open;PALOM_open;130;106;342;6683;303;-9;311;61;231;231;44;703;100;5;52;284;21;21;270;130.072489591381;0.0724895913812134;0.0724895913812134;91.2483690489384;-14.7516309510616;-14.7516309510616;323.151045833317;-18.848954166683;-18.848954166683;5982.43768094358;-700.562319056424;-700.562319056424;272.291155967412;-30.7088440325884;-30.7088440325884;12.064950362939;3.06495036293898;21.064950362939;280.232407299392;-30.7675927006081;-30.7675927006081;99.5545808569506;38.5545808569506;38.5545808569506;199.211093982656;-31.7889060173439;-31.7889060173439;220.588231332417;-10.4117686675834;-10.4117686675834;51.3193616591288;7.3193616591288;7.3193616591288;662.513557114474;-40.4864428855262;-40.4864428855262;86.1544539826985;-13.8455460173015;-13.8455460173015;21.5865288171546;16.5865288171546;16.5865288171546;32.6113294663581;-19.3886705336419;-19.3886705336419;246.086665057396;-37.9133349426035;-37.9133349426035;69.0094644424162;48.0094644424162;48.0094644424162;81.6193842831001;60.6193842831001;60.6193842831001;174.497180105289;-95.5028198947111;-95.5028198947111
24;QUIBJ;open;QUIBJ_open;128;107;343;6655;300;-11;311;60;228;228;43;571;81;4;54;231;16;16;225;130.792946866673;2.79294686667347;2.79294686667347;90.9340482895895;-16.0659517104105;-16.0659517104105;329.838598392429;-13.1614016075709;-13.1614016075709;5871.25541321544;-783.744586784563;-783.744586784563;269.089464039282;-30.910535960718;-30.910535960718;13.2252814686612;2.22528146866119;24.2252814686612;279.003609793826;-31.9963902061743;-31.9963902061743;114.064409002971;54.064409002971;54.064409002971;197.285618367047;-30.7143816329525;-30.7143816329525;219.470442973262;-8.52955702673756;-8.52955702673756;54.3665888274341;11.3665888274341;11.3665888274341;621.490398620877;50.490398620877;50.490398620877;82.3782112946094;1.37821129460936;1.37821129460936;15.064885209473;11.064885209473;11.064885209473;32.7047873553475;-21.2952126446525;-21.2952126446525;232.752261679463;1.75226167946261;1.75226167946261;50.9641771818434;34.9641771818434;34.9641771818434;58.8287533074312;42.8287533074312;42.8287533074312;162.402361628251;-62.5976383717493;-62.5976383717493
