plot;plot_code;nurse;nurse_code;oc_x;oc_y;cic_x;cic_y;cd
1;SNEV01;open;SNEV01_open;0.826882123806142;1.380895877138;0.726992633931961;1.41491996010447;0.105525107955562
2;SNEV02;open;SNEV02_open;-0.0872612434733943;1.60143609385678;0.526542204809064;1.53494956101259;0.617393822590635
3;SNEV03;open;SNEV03_open;-0.941475862541194;1.83692162050064;0.21980448169253;1.59170805047532;1.18688741371208
4;SNEV04;open;SNEV04_open;0.93439238947851;2.00597599444708;1.3318027699524;1.54723933956887;0.606938488676777
5;SNEV05;open;SNEV05_open;-0.0662905577221743;2.4080191683451;0.448303755020509;1.86358272318911;0.74914507908763
6;SNEV06;open;SNEV06_open;-1.52599332149488;2.29876565242212;-1.38167084805085;2.25530011228224;0.150725676381481
7;SNEV07;open;SNEV07_open;0.383630753227157;1.19298861716252;0.906028106051989;1.37736043142895;0.553978302945419
8;SNEV08;open;SNEV08_open;-0.185971930954168;1.39444964747244;0.584428881014227;1.4407120081679;0.771788583161658
9;SNEV09;open;SNEV09_open;0.403707518003355;1.52014438072287;0.471256326451311;1.52659445861917;0.0678560610970536
10;SNEV10;open;SNEV10_open;-0.24275432510461;1.75017778467697;0.530530887723431;1.72529002352775;0.77368560865091
11;SNEV11;open;SNEV11_open;-1.01336336050769;1.94218905064217;0.179291435185106;1.90572758797609;1.19321200963985
12;SNEV12;open;SNEV12_open;0.797954401669816;1.36500566822911;1.24389934690424;1.23068868331355;0.465733772252926
13;SNEV13;open;SNEV13_open;0.0942334234529575;1.47310137461136;0.569024050595179;1.38090033129513;0.483660182370541
14;SNEV14;open;SNEV14_open;-1.31571177504103;2.00873529549546;-0.865185703287066;1.91357316228826;0.460466690355125
15;SNEV15;open;SNEV15_open;0.773866946718194;1.92911502618508;1.43568769219375;1.48023909679717;0.799685124987129
16;SNEV16;open;SNEV16_open;0.319893261447782;1.97226237216319;0.702287401069696;1.71284913511009;0.462082790823841
17;LADR;open;LADR_open;1.85302093113505;1.88779293794157;1.38997807416241;1.15897182648327;0.863474898245858
18;CHAZA;open;CHAZA_open;1.78363279055102;1.30590037988077;1.72584816851553;1.07095536036133;0.24194673947126
19;CHAZB;open;CHAZB_open;2.14635304214796;1.24920464728785;1.87711382892212;0.886064711985072;0.45206234807842
20;CHIM;open;CHIM_open;1.20651493546288;1.35848641239726;0.852757196796989;1.21157148742197;0.383051605983449
21;SEGUR;open;SEGUR_open;-0.152921270812571;1.1957407519348;-0.741311688414101;0.979167117491167;0.626982792954821
22;NCABL;open;NCABL_open;0.0835617234651927;1.16137728043115;-0.0456575725690222;1.26543607530007;0.16590918979113
23;PALOM;open;PALOM_open;1.11424451153873;1.247482093064;0.291876712668495;0.965841880658282;0.869258307905432
24;QUIBJ;open;QUIBJ_open;1.39241524960536;1.83303811575435;0.492237108566255;1.11052546203008;1.1542725936261
25;RESER;open;RESER_open;0.348359220771322;1.35436938345299;-0.283876586335442;1.30148150783816;0.634444042587674
26;RIOMD;open;RIOMD_open;0.144150395768278;1.19763052523563;-0.47599149748326;1.05424390535298;0.636502702686307
27;DNANA;open;DNANA_open;3.64524428153124;-2.56404436587318;3.35264213419213;-2.01819932974499;0.619324486915584
28;CALBL;open;CALBL_open;4.02337503073578;-1.31077130492976;3.46532289333956;-0.0296674281468114;1.39737229511709
1;SNEV01;facil;SNEV01_facil;0.826882123806142;1.380895877138;0.885450598305748;1.38151338121692;0.0585717296696838
2;SNEV02;facil;SNEV02_facil;-0.0872612434733943;1.60143609385678;0.686720211398197;1.35854325175314;0.81119925125109
3;SNEV03;facil;SNEV03_facil;-0.941475862541194;1.83692162050064;0.369263786688405;1.58554127933239;1.33462747760879
4;SNEV04;facil;SNEV04_facil;0.93439238947851;2.00597599444708;1.33835707991009;1.50839282569446;0.64091846668775
5;SNEV05;facil;SNEV05_facil;-0.0662905577221743;2.4080191683451;-0.0490730598516048;1.89012979131144;0.518175500267271
6;SNEV06;facil;SNEV06_facil;-1.52599332149488;2.29876565242212;-0.686928764514317;2.07937533164479;0.86727241604456
7;SNEV07;facil;SNEV07_facil;0.383630753227157;1.19298861716252;0.645134201788659;1.12730613925855;0.2696261143012
8;SNEV08;facil;SNEV08_facil;-0.185971930954168;1.39444964747244;0.628571100881956;1.19631812258588;0.838293774202492
9;SNEV09;facil;SNEV09_facil;0.403707518003355;1.52014438072287;0.477222758406761;1.47019343736128;0.0888796226043036
10;SNEV10;facil;SNEV10_facil;-0.24275432510461;1.75017778467697;0.437949230705042;1.6222640447373;0.692617683687947
11;SNEV11;facil;SNEV11_facil;-1.01336336050769;1.94218905064217;0.529875690684711;1.9159701029903;1.543461759274
12;SNEV12;facil;SNEV12_facil;0.797954401669816;1.36500566822911;1.43533495737743;1.11444259150776;0.684861904481634
13;SNEV13;facil;SNEV13_facil;0.0942334234529575;1.47310137461136;0.688383273114733;1.46589758700638;0.594193519325958
14;SNEV14;facil;SNEV14_facil;-1.31571177504103;2.00873529549546;-0.407991442016298;1.76817239566363;0.939056287856073
15;SNEV15;facil;SNEV15_facil;0.773866946718194;1.92911502618508;1.36446301744367;1.26047687414031;0.892121458729818
16;SNEV16;facil;SNEV16_facil;0.319893261447782;1.97226237216319;0.705266613682703;1.29658281140994;0.777853128445518
17;LADR;facil;LADR_facil;1.85302093113505;1.88779293794157;1.25959334267719;1.06196730065927;1.01692884998687
18;CHAZA;facil;CHAZA_facil;1.78363279055102;1.30590037988077;1.48959018484221;0.873904141546876;0.522572295387599
19;CHAZB;facil;CHAZB_facil;2.14635304214796;1.24920464728785;1.51725082269892;0.825563958503453;0.758446461992823
20;CHIM;facil;CHIM_facil;1.20651493546288;1.35848641239726;0.75778654931924;1.17244136372668;0.485767356525646
21;SEGUR;facil;SEGUR_facil;-0.152921270812571;1.1957407519348;-0.652685961859404;1.02320285066501;0.528709820025806
22;NCABL;facil;NCABL_facil;0.0835617234651927;1.16137728043115;-0.222423365468833;1.14586004074179;0.306378294560076
23;PALOM;facil;PALOM_facil;1.11424451153873;1.247482093064;0.044944411955431;0.898171302765059;1.12490921019793
24;QUIBJ;facil;QUIBJ_facil;1.39241524960536;1.83303811575435;0.41410047640692;0.90576700884715;1.34793601523337
25;RESER;facil;RESER_facil;0.348359220771322;1.35436938345299;-0.426580002221569;1.12545809218659;0.808041569847789
26;RIOMD;facil;RIOMD_facil;0.144150395768278;1.19763052523563;-0.608896180117993;0.887510669436706;0.814403751473913
27;DNANA;facil;DNANA_facil;3.64524428153124;-2.56404436587318;3.14681939400011;-1.53566372471137;1.14280099388598
28;CALBL;facil;CALBL_facil;4.02337503073578;-1.31077130492976;3.29076647898964;-0.0829528245540218;1.42977393697177
