plot;plot_code;nurse;nurse_code;oc_x;oc_y;cic_x;cic_y;cd
1;SNEV01;open;SNEV01_open;0.826882123806142;1.380895877138;0.713606456242565;1.45844599522321;0.137278540482496
2;SNEV02;open;SNEV02_open;-0.0872612434733943;1.60143609385678;0.691091367324245;1.60090172123315;0.77835279423254
3;SNEV03;open;SNEV03_open;-0.941475862541194;1.83692162050064;0.443637398438105;1.61763387462301;1.4023643824744
4;SNEV04;open;SNEV04_open;0.93439238947851;2.00597599444708;1.87544185638754;1.23715731296642;1.21517746200439
5;SNEV05;open;SNEV05_open;-0.0662905577221743;2.4080191683451;0.610269031031931;1.71547772361688;0.968166581638398
6;SNEV06;open;SNEV06_open;-1.52599332149488;2.29876565242212;-1.35327128300598;2.25111862488933;0.17917349640075
7;SNEV07;open;SNEV07_open;0.383630753227157;1.19298861716252;1.09773545349353;1.36526676562081;0.734591916222025
8;SNEV08;open;SNEV08_open;-0.185971930954168;1.39444964747244;0.703245885587087;1.45066128662862;0.890992746115827
9;SNEV09;open;SNEV09_open;0.403707518003355;1.52014438072287;0.566818794542722;1.52201211621643;0.163121969612237
10;SNEV10;open;SNEV10_open;-0.24275432510461;1.75017778467697;0.742682439231616;1.75264910566824;0.985439863174254
11;SNEV11;open;SNEV11_open;-1.01336336050769;1.94218905064217;0.375927577360405;1.89454777717907;1.3901075501484
12;SNEV12;open;SNEV12_open;0.797954401669816;1.36500566822911;1.71368126848987;1.11884089038032;0.94823667534504
13;SNEV13;open;SNEV13_open;0.0942334234529575;1.47310137461136;0.929101943005482;1.19184559727869;0.88097120113136
14;SNEV14;open;SNEV14_open;-1.31571177504103;2.00873529549546;-0.789845482763537;1.92293033623377;0.532820653116579
15;SNEV15;open;SNEV15_open;0.773866946718194;1.92911502618508;1.53716966609379;1.40255393883917;0.92730664837102
16;SNEV16;open;SNEV16_open;0.319893261447782;1.97226237216319;0.878727815784331;1.67252286117269;0.634144962582967
17;LADR;open;LADR_open;1.85302093113505;1.88779293794157;1.33499898566447;1.08293719543073;0.957151765521955
18;CHAZA;open;CHAZA_open;1.78363279055102;1.30590037988077;1.79521290105198;1.03254199400439;0.273603556424531
19;CHAZB;open;CHAZB_open;2.14635304214796;1.24920464728785;1.87920540137935;0.856084354495349;0.475301406029373
20;CHIM;open;CHIM_open;1.20651493546288;1.35848641239726;0.957186575374439;1.20275668877017;0.293966627298683
21;SEGUR;open;SEGUR_open;-0.152921270812571;1.1957407519348;-0.802990762785948;0.931816550934581;0.701602685476709
22;NCABL;open;NCABL_open;0.0835617234651927;1.16137728043115;-0.11898941087812;1.34691552680875;0.274684187554795
23;PALOM;open;PALOM_open;1.11424451153873;1.247482093064;0.360453703518716;0.890258357104648;0.834151892516119
24;QUIBJ;open;QUIBJ_open;1.39241524960536;1.83303811575435;0.436900138308888;1.03507375668895;1.24489206208995
25;RESER;open;RESER_open;0.348359220771322;1.35436938345299;-0.365872583188529;1.31581092460201;0.715271853589044
26;RIOMD;open;RIOMD_open;0.144150395768278;1.19763052523563;-0.614805855540923;1.08819109273448;0.766806090734476
27;DNANA;open;DNANA_open;3.64524428153124;-2.56404436587318;3.35116502842235;-1.96830102349031;0.664373943726424
28;CALBL;open;CALBL_open;4.02337503073578;-1.31077130492976;3.37212730326561;0.0434673325839528;1.50269287942349
1;SNEV01;facil;SNEV01_facil;0.826882123806142;1.380895877138;0.91538663369325;1.37948626900173;0.0885157345642851
2;SNEV02;facil;SNEV02_facil;-0.0872612434733943;1.60143609385678;0.829223275240894;1.4687303352006;0.926042488994685
3;SNEV03;facil;SNEV03_facil;-0.941475862541194;1.83692162050064;0.602570825022066;1.61336568306678;1.56014660546277
4;SNEV04;facil;SNEV04_facil;0.93439238947851;2.00597599444708;1.77312688890558;1.37282694754305;1.05088214188113
5;SNEV05;facil;SNEV05_facil;-0.0662905577221743;2.4080191683451;0.351073996730375;1.76184448844432;0.76924306188503
6;SNEV06;facil;SNEV06_facil;-1.52599332149488;2.29876565242212;-0.559626468950575;2.07658767338285;0.99157851331418
7;SNEV07;facil;SNEV07_facil;0.383630753227157;1.19298861716252;0.728103264471858;1.04518311154996;0.374843672072261
8;SNEV08;facil;SNEV08_facil;-0.185971930954168;1.39444964747244;0.766164076351005;1.20360114648698;0.971074727678274
9;SNEV09;facil;SNEV09_facil;0.403707518003355;1.52014438072287;0.554891733492047;1.44387487373321;0.169333117580043
10;SNEV10;facil;SNEV10_facil;-0.24275432510461;1.75017778467697;0.609721126137722;1.63863131632752;0.85974240884817
11;SNEV11;facil;SNEV11_facil;-1.01336336050769;1.94218905064217;0.811298039633583;1.90966019555306;1.82495132855069
12;SNEV12;facil;SNEV12_facil;0.797954401669816;1.36500566822911;1.76375399520371;1.1616776460026;0.986970688264233
13;SNEV13;facil;SNEV13_facil;0.0942334234529575;1.47310137461136;1.00696915317831;1.32024501401984;0.925446691760551
14;SNEV14;facil;SNEV14_facil;-1.31571177504103;2.00873529549546;-0.291918274891349;1.76521531257479;1.05235693233352
15;SNEV15;facil;SNEV15_facil;0.773866946718194;1.92911502618508;1.41618047904279;1.16391583736948;0.999047782826905
16;SNEV16;facil;SNEV16_facil;0.319893261447782;1.97226237216319;0.79651697428831;1.25129124339905;0.864273991366936
17;LADR;facil;LADR_facil;1.85302093113505;1.88779293794157;1.18720979748218;0.982639170209847;1.12365822603453
18;CHAZA;facil;CHAZA_facil;1.78363279055102;1.30590037988077;1.46395303319217;0.858614875474023;0.549781292622267
