community;code;lat;long;facilitated_species;nurse;n;canopy_percent;gap_percent;site;Axis1;Axis2;Axis3;genus;sp;sub_sp;recruit_sp;perc_90_dist2d;perc_90_pca1;perc_90_pca2
18;CHAZA;37.662249;-3.721234;Ulex_parviflorus;open;6;69.36;30.64;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);1.78363279055102;1.30590037988077;-1.7680263098671;Ulex;parviflorus;NA;Ulex parviflorus;0;1.78363279055102;1.30590037988077
18;CHAZA;37.662249;-3.721234;Viburnum_tinus;open;3;69.36;30.64;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);1.78363279055102;1.30590037988077;-1.7680263098671;Viburnum;tinus;NA;Viburnum tinus;2.94435555239545;-1.09462011083983;0.685505461657653
19;CHAZB;37.669289;-3.731011;Celtis_australis;open;4;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Celtis;australis;NA;Celtis australis;2.15936111341386;-0.0129458491054566;1.26559721742576
19;CHAZB;37.669289;-3.731011;Cistus_albidus;open;99;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Cistus;albidus;NA;Cistus albidus;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Cistus_salviifolius;open;84;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Cistus;salviifolius;NA;Cistus salviifolius;0.43297638018774;2.37014652228012;0.878549788894206
19;CHAZB;37.669289;-3.731011;Colutea_hispanica;open;2;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Colutea;hispanica;NA;Colutea hispanica;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Crataegus_monogyna;open;0;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Crataegus;monogyna;NA;Crataegus monogyna;3.66736059868797;-1.47772127067639;0.687404739904695
19;CHAZB;37.669289;-3.731011;Daphne_gnidium;open;3;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Daphne;gnidium;NA;Daphne gnidium;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Genista_scorpius;open;1;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Genista;scorpius;NA;Genista scorpius;0.780890708465307;1.74692562970027;1.92020989372993
19;CHAZB;37.669289;-3.731011;Juniperus_oxycedrus;open;21;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Juniperus;oxycedrus;NA;Juniperus oxycedrus;0.433314785390437;1.94288631451772;1.63177881524147
19;CHAZB;37.669289;-3.731011;Juniperus_phoenicea;open;2;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Juniperus;phoenicea;NA;Juniperus phoenicea;0.57543167018457;1.75512471311045;1.67117858203966
19;CHAZB;37.669289;-3.731011;Olea_europaea;open;41;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Olea;europaea;NA;Olea europaea;1.73137963884019;2.80837329811297;-0.350609290169376
19;CHAZB;37.669289;-3.731011;Phillyrea_angustifolia;open;55;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Phillyrea;angustifolia;NA;Phillyrea angustifolia;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Phillyrea_latifolia;open;80;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Phillyrea;latifolia;NA;Phillyrea latifolia;1.85359111559288;0.939881367759789;-0.15800042756935
19;CHAZB;37.669289;-3.731011;Phlomis_purpurea;open;19;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Phlomis;purpurea;NA;Phlomis purpurea;0.258192519613227;2.22028713496629;1.00182411631713
19;CHAZB;37.669289;-3.731011;Pinus_halepensis;open;2;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Pinus;halepensis;NA;Pinus halepensis;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Pistacia_lentiscus;open;48;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Pistacia;lentiscus;NA;Pistacia lentiscus;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Pistacia_terebinthus;open;18;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Pistacia;terebinthus;NA;Pistacia terebinthus;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Quercus_coccifera;open;43;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Quercus;coccifera;NA;Quercus coccifera;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Quercus_ilex;open;34;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Quercus;ilex;NA;Quercus ilex;2.99268091031195;-0.61093733268811;0.0858092631720533
19;CHAZB;37.669289;-3.731011;Rhamnus_alaternus;open;1;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Rhamnus;alaternus;NA;Rhamnus alaternus;1.8694082526518;1.08018087888669;-0.286361741172584
19;CHAZB;37.669289;-3.731011;Rhamnus_lycioides;open;58;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Rhamnus;lycioides;NA;Rhamnus lycioides;0.0324045569061908;2.114172504808;1.2530083724091
19;CHAZB;37.669289;-3.731011;Rosmarinus_officinalis;open;30;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Rosmarinus;officinalis;NA;Rosmarinus officinalis;0.300987521034883;1.97770880950418;1.49850890038979
19;CHAZB;37.669289;-3.731011;Ruscus_aculeatus;open;0;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Ruscus;aculeatus;NA;Ruscus aculeatus;3.44194469078163;-1.16180445515911;0.298900891949119
19;CHAZB;37.669289;-3.731011;Ulex_parviflorus;open;12;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Ulex;parviflorus;NA;Ulex parviflorus;0;2.14635304214796;1.24920464728785
19;CHAZB;37.669289;-3.731011;Viburnum_tinus;open;4;86.752;13.248;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);2.14635304214796;1.24920464728785;-1.74164596230628;Viburnum;tinus;NA;Viburnum tinus;3.28962972844479;-1.09462011083983;0.685505461657653
20;CHIM;37.646035;-3.711252;Acer_monspessulanum;open;1;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Acer;monspessulanum;NA;Acer monspessulanum;2.52231341267993;-0.904772413634557;-0.0215609350970958
20;CHIM;37.646035;-3.711252;Amelanchier_ovalis;open;7;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Amelanchier;ovalis;NA;Amelanchier ovalis;2.21249595862705;-0.975002638085227;0.989542726664857
20;CHIM;37.646035;-3.711252;Berberis_hispanica;open;0;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Berberis;hispanica;NA;Berberis hispanica;1.45031139428649;-0.20572133546491;1.68862555802102
20;CHIM;37.646035;-3.711252;Celtis_australis;open;1;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Celtis;australis;NA;Celtis australis;1.2229934618151;-0.0129458491054566;1.26559721742576
20;CHIM;37.646035;-3.711252;Cistus_albidus;open;85;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Cistus;albidus;NA;Cistus albidus;0.476557052458569;1.54970104448392;1.02783566187187
20;CHIM;37.646035;-3.711252;Cistus_salviifolius;open;0;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Cistus;salviifolius;NA;Cistus salviifolius;1.19255871620475;2.24568857373749;0.773409971997333
20;CHIM;37.646035;-3.711252;Colutea_hispanica;open;0;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Colutea;hispanica;NA;Colutea hispanica;0.782073744589436;1.91399203187857;1.02514649576054
20;CHIM;37.646035;-3.711252;Crataegus_monogyna;open;44;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Crataegus;monogyna;NA;Crataegus monogyna;2.76685283698002;-1.47772127067639;0.687404739904695
20;CHIM;37.646035;-3.711252;Daphne_gnidium;open;19;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Daphne;gnidium;NA;Daphne gnidium;0.307738371190279;1.40524521239153;1.59345275495446
20;CHIM;37.646035;-3.711252;Echinospartum_boissieri;open;1;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Echinospartum;boissieri;NA;Echinospartum boissieri;0;1.20651493546288;1.35848641239726
20;CHIM;37.646035;-3.711252;Juniperus_oxycedrus;open;4;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Juniperus;oxycedrus;NA;Juniperus oxycedrus;0.0983420733287979;1.17504854125153;1.45165845445893
20;CHIM;37.646035;-3.711252;Juniperus_phoenicea;open;0;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Juniperus;phoenicea;NA;Juniperus phoenicea;0.0906966887937413;1.2213326890165;1.44796447416534
20;CHIM;37.646035;-3.711252;Lavandula_latifolia;open;9;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Lavandula;latifolia;NA;Lavandula latifolia;0.489458388274552;1.13061721290365;1.84202446629027
20;CHIM;37.646035;-3.711252;Lonicera_implexa;open;12;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Lonicera;implexa;NA;Lonicera implexa;0.684296407636493;1.72499160490182;0.911895417468208
20;CHIM;37.646035;-3.711252;Phillyrea_angustifolia;open;13;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Phillyrea;angustifolia;NA;Phillyrea angustifolia;0.539961521639594;1.66426838435533;1.07209467913944
20;CHIM;37.646035;-3.711252;Phlomis_purpurea;open;1;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Phlomis;purpurea;NA;Phlomis purpurea;1.04953608897488;2.15973432733178;0.919283961327381
20;CHIM;37.646035;-3.711252;Pinus_halepensis;open;193;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Pinus;halepensis;NA;Pinus halepensis;0.0559110369255631;1.20479948125207;1.30260169832496
20;CHIM;37.646035;-3.711252;Pistacia_terebinthus;open;14;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Pistacia;terebinthus;NA;Pistacia terebinthus;0.124966838934275;1.21851705914273;1.23409726552182
20;CHIM;37.646035;-3.711252;Prunus_spinosa;open;2;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Prunus;spinosa;NA;Prunus spinosa;2.80037271108041;-1.48902011335612;0.599422435151483
20;CHIM;37.646035;-3.711252;Quercus_coccifera;open;3;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Quercus;coccifera;NA;Quercus coccifera;0.257285553344513;1.17451944714348;1.6137747683538
20;CHIM;37.646035;-3.711252;Quercus_faginea;open;47;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Quercus;faginea;NA;Quercus faginea;0.351374444554198;0.971251864437328;1.6194754690594
20;CHIM;37.646035;-3.711252;Quercus_ilex;open;43;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Quercus;ilex;NA;Quercus ilex;2.21874736578259;-0.61093733268811;0.0858092631720533
20;CHIM;37.646035;-3.711252;Rhamnus_lycioides;open;3;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Rhamnus;lycioides;NA;Rhamnus lycioides;0.218976875499126;1.37255269452091;1.5012531262011
20;CHIM;37.646035;-3.711252;Rhamnus_myrtifolia;open;1;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Rhamnus;myrtifolia;NA;Rhamnus myrtifolia;0.0179049558536557;1.20234749821596;1.34107320158149
20;CHIM;37.646035;-3.711252;Rosa_canina;open;17;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Rosa;canina;NA;Rosa canina;2.84490963884315;-1.56443120156289;2.00297718726109
20;CHIM;37.646035;-3.711252;Rosmarinus_officinalis;open;44;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Rosmarinus;officinalis;NA;Rosmarinus officinalis;0.295106717376921;1.37418207704396;1.60133555131896
20;CHIM;37.646035;-3.711252;Salvia_lavandulifolia;open;4;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Salvia;lavandulifolia;NA;Salvia lavandulifolia;0.388627722095143;1.01714167007879;1.69785239881697
20;CHIM;37.646035;-3.711252;Thymus_mastichina;open;9;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Thymus;mastichina;NA;Thymus mastichina;0.285407658934485;1.3795222678551;1.58547979273464
20;CHIM;37.646035;-3.711252;Ulex_parviflorus;open;53;32.54;67.46;Cruz de Chimba (Ja<e9>n);1.20651493546288;1.35848641239726;-1.8196591589316;Ulex;parviflorus;NA;Ulex parviflorus;0.0355985403830251;1.24179866833523;1.35376261392624
21;SEGUR;38.297897;-2.558345;Acer_granatense;open;118;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Acer;granatense;NA;Acer granatense;0;-0.152921270812571;1.1957407519348
21;SEGUR;38.297897;-2.558345;Amelanchier_ovalis;open;19;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Amelanchier;ovalis;NA;Amelanchier ovalis;0.84754669490365;-0.975002638085227;0.989542726664857
21;SEGUR;38.297897;-2.558345;Berberis_hispanica;open;0;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Berberis;hispanica;NA;Berberis hispanica;0.369346926572587;-0.381851290353444;1.48558242996201
21;SEGUR;38.297897;-2.558345;Cistus_albidus;open;6;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Cistus;albidus;NA;Cistus albidus;1.64181458243225;1.46963163705415;0.944987518136275
21;SEGUR;38.297897;-2.558345;Cistus_crispus;open;9;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Cistus;crispus;NA;Cistus crispus;3.09683412506344;2.20627731475972;-0.810390757211889
21;SEGUR;38.297897;-2.558345;Cistus_populifolius;open;1;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Cistus;populifolius;NA;Cistus populifolius;2.18317064082081;2.03020400765544;1.18166717897244
21;SEGUR;38.297897;-2.558345;Cistus_salviifolius;open;59;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Cistus;salviifolius;NA;Cistus salviifolius;2.43550661548169;2.24568857373749;0.773409971997333
21;SEGUR;38.297897;-2.558345;Crataegus_laciniata;open;69;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Crataegus;laciniata;NA;Crataegus laciniata;0;-0.152921270812571;1.1957407519348
21;SEGUR;38.297897;-2.558345;Crataegus_monogyna;open;363;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Crataegus;monogyna;NA;Crataegus monogyna;1.41897869637491;-1.47772127067639;0.687404739904695
21;SEGUR;38.297897;-2.558345;Cytisus_scoparius;open;292;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Cytisus;scoparius;NA;Cytisus scoparius;1.44221879003634;-1.44319777508768;0.551394896939596
21;SEGUR;38.297897;-2.558345;Daphne_laureola;open;8;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Daphne;laureola;NA;Daphne laureola;1.18765058854506;-1.24189350334148;0.721764595095202
21;SEGUR;38.297897;-2.558345;Fraxinus_angustifolia;open;0;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Fraxinus;angustifolia;NA;Fraxinus angustifolia;1.11654919846638;-0.952277194123289;0.416181760925141
21;SEGUR;38.297897;-2.558345;Ilex_aquifolium;open;1;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Ilex;aquifolium;NA;Ilex aquifolium;1.47734045948477;-1.42093713498807;0.437670437630159
21;SEGUR;38.297897;-2.558345;Juniperus_communis;open;8;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Juniperus;communis;NA;Juniperus communis;4.78749540806596;-3.78563191635949;4.31399758035396
21;SEGUR;38.297897;-2.558345;Lavandula_latifolia;open;7;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Lavandula;latifolia;NA;Lavandula latifolia;0.390389868223388;-0.181410259401304;1.585089730026
21;SEGUR;38.297897;-2.558345;Malus_sylvestris;open;40;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Malus;sylvestris;NA;Malus sylvestris;1.56009519596047;-1.48067431298588;2.01486765263973
21;SEGUR;38.297897;-2.558345;Pinus_nigra;open;234;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Pinus;nigra;NA;Pinus nigra;0.280006519149819;-0.1545118368552;1.47574275347418
21;SEGUR;38.297897;-2.558345;Pinus_pinaster;open;0;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Pinus;pinaster;NA;Pinus pinaster;0.520868070858335;0.232667275129177;1.54591930707233
21;SEGUR;38.297897;-2.558345;Prunus_mahaleb;open;1;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Prunus;mahaleb;NA;Prunus mahaleb;1.20231129982008;-1.27067957163579;0.752831232263055
21;SEGUR;38.297897;-2.558345;Prunus_spinosa;open;77;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Prunus;spinosa;NA;Prunus spinosa;1.46313213756567;-1.48902011335612;0.599422435151483
21;SEGUR;38.297897;-2.558345;Quercus_faginea;open;292;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Quercus;faginea;NA;Quercus faginea;0.0372275993267307;-0.172352200009614;1.2274950137302
21;SEGUR;38.297897;-2.558345;Quercus_ilex;open;123;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Quercus;ilex;NA;Quercus ilex;1.1504725436085;-0.725491605996879;0.197867871822334
21;SEGUR;38.297897;-2.558345;Quercus_pyrenaica;open;23;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Quercus;pyrenaica;NA;Quercus pyrenaica;1.46787275917338;-1.23641434255327;0.20544120098408
21;SEGUR;38.297897;-2.558345;Rosa_canina;open;88;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Rosa;canina;NA;Rosa canina;1.62603534621025;-1.56443120156289;2.00297718726109
21;SEGUR;38.297897;-2.558345;Sorbus_aria;open;2;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Sorbus;aria;NA;Sorbus aria;1.49719568533212;-1.57596233257374;0.730392434307264
21;SEGUR;38.297897;-2.558345;Thymus_mastichina;open;20;25.44;74.56;Nava del Espino (Sierra de Segura, Ja<e9>n);-0.152921270812571;1.1957407519348;-1.74197598258726;Thymus;mastichina;NA;Thymus mastichina;1.5237840809378;1.29743682784944;1.66305147400843
22;NCABL;38.293371;-2.598052;Berberis_hispanica;open;0;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Berberis;hispanica;NA;Berberis hispanica;0.543920244449585;-0.298421311722033;1.54859581453205
22;NCABL;38.293371;-2.598052;Cistus_albidus;open;20;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Cistus;albidus;NA;Cistus albidus;1.4028593424084;1.46963163705415;0.944987518136275
22;NCABL;38.293371;-2.598052;Crataegus_laciniata;open;2;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Crataegus;laciniata;NA;Crataegus laciniata;0;0.0835617234651927;1.16137728043115
22;NCABL;38.293371;-2.598052;Crataegus_monogyna;open;17;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Crataegus;monogyna;NA;Crataegus monogyna;1.63164167542044;-1.47772127067639;0.687404739904695
22;NCABL;38.293371;-2.598052;Cytisus_scoparius;open;5;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Cytisus;scoparius;NA;Cytisus scoparius;1.64410251340707;-1.44319777508768;0.551394896939596
22;NCABL;38.293371;-2.598052;Juniperus_oxycedrus;open;4;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Juniperus;oxycedrus;NA;Juniperus oxycedrus;0.724253636231335;0.524338563907307;1.73605902411558
22;NCABL;38.293371;-2.598052;Lonicera_implexa;open;0;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Lonicera;implexa;NA;Lonicera implexa;1.3877424301559;0.777011162261585;-0.0406863319820898
22;NCABL;38.293371;-2.598052;Pinus_nigra;open;309;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Pinus;nigra;NA;Pinus nigra;0.315925002987506;0.0522095804589053;1.47574275347418
22;NCABL;38.293371;-2.598052;Pinus_pinaster;open;19;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Pinus;pinaster;NA;Pinus pinaster;0.364981052907004;0.322609585965193;1.43718026884006
22;NCABL;38.293371;-2.598052;Prunus_spinosa;open;15;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Prunus;spinosa;NA;Prunus spinosa;1.66997212001685;-1.48902011335612;0.599422435151483
22;NCABL;38.293371;-2.598052;Quercus_faginea;open;69;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Quercus;faginea;NA;Quercus faginea;0.0726001403677719;0.113548816102121;1.2274950137302
22;NCABL;38.293371;-2.598052;Quercus_ilex;open;59;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Quercus;ilex;NA;Quercus ilex;1.25814056066537;-0.725491605996879;0.197867871822334
22;NCABL;38.293371;-2.598052;Quercus_pyrenaica;open;8;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Quercus;pyrenaica;NA;Quercus pyrenaica;1.62022868344486;-1.14469178311763;0.104715409147598
22;NCABL;38.293371;-2.598052;Rhamnus_saxatilis;open;0;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Rhamnus;saxatilis;NA;Rhamnus saxatilis;0.113482158852989;0.0787679344634959;1.27475814285926
22;NCABL;38.293371;-2.598052;Rosa_canina;open;10;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Rosa;canina;NA;Rosa canina;1.85045158923944;-1.56443120156289;2.00297718726109
22;NCABL;38.293371;-2.598052;Sorbus_aria;open;0;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Sorbus;aria;NA;Sorbus aria;1.71457517483496;-1.57596233257374;0.730392434307264
22;NCABL;38.293371;-2.598052;Sorbus_torminalis;open;3;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Sorbus;torminalis;NA;Sorbus torminalis;1.53495551886689;-1.36461719168144;0.652588252812964
22;NCABL;38.293371;-2.598052;Thymus_zygis;open;36;27.36;72.64;Navalcaballo (Ja<e9>n);0.0835617234651927;1.16137728043115;-1.82386021173392;Thymus;zygis;NA;Thymus zygis;1.34201141441171;1.0644214371423;2.07729695949509
23;PALOM;37.650917;-3.704516;Cistus_albidus;open;47;54.72;45.28;Palomares (Ja<e9>n);1.11424451153873;1.247482093064;-1.94869767293186;Cistus;albidus;NA;Cistus albidus;0.466693664883955;1.46963163705415;0.944987518136275
