community;code;lat;long;facilitated_species;nurse;n;canopy_percent;gap_percent;site;Axis1;Axis2;Axis3;genus;sp;sub_sp;recruit_sp;perc_90_dist2d;perc_90_pca1;perc_90_pca2
2;SNEV02;37.079667;-3.507389;Linum_suffruticosum;open;1;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Linum;suffruticosum;NA;Linum suffruticosum;0.521038699218337;0.423962798250454;1.70209047899061
2;SNEV02;37.079667;-3.507389;Paronychia_suffruticosa_suffruticosa;open;2;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Paronychia;suffruticosa;suffruticosa;Paronychia suffruticosa;1.63053657733181;1.47269142053482;1.12688660637352
2;SNEV02;37.079667;-3.507389;Thymelaea_tartonraira_austroiberica;open;3;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Thymelaea;tartonraira;austroiberica;Thymelaea tartonraira;1.39239043847051;1.15159058010234;0.965828280525963
2;SNEV02;37.079667;-3.507389;Ulex_parviflorus_parviflorus;open;2;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Ulex;parviflorus;parviflorus;Ulex parviflorus;1.15686413110977;0.95606030993565;1.10162137414507
2;SNEV02;37.079667;-3.507389;Rosmarinus_officinalis;open;4;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Rosmarinus;officinalis;NA;Rosmarinus officinalis;0.806402411727491;0.662020532740904;1.89953283901355
2;SNEV02;37.079667;-3.507389;Quercus_rotundifolia;open;4;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Quercus;rotundifolia;NA;Quercus rotundifolia;0.459069962790007;0.341399238820578;1.76573892905909
2;SNEV02;37.079667;-3.507389;Polygala_rupestris;open;0;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Polygala;rupestris;NA;Polygala rupestris;1.23934737591022;0.978725875393714;0.969254647921388
2;SNEV02;37.079667;-3.507389;Helianthemum_cinereum_rotundifolium;open;2;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Helianthemum;cinereum;rotundifolium;Helianthemum cinereum;0.670969366678803;0.568410089191661;1.74389659554965
2;SNEV02;37.079667;-3.507389;Sideritis_incana;open;0;44.74;55.26;Sierra Nevada, mid-elevation dolomites (Trevenque 2)  ;-0.0872612434733943;1.60143609385678;-1.30952985878029;Sideritis;incana;NA;Sideritis incana;0.122045410634957;0.00582476655072561;1.68036693063712
3;SNEV03;37.077306;-3.481778;Ulex_parviflorus_parviflorus;open;11;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Ulex;parviflorus;parviflorus;Ulex parviflorus;2.03502087904489;0.95606030993565;1.10162137414507
3;SNEV03;37.077306;-3.481778;Thymelaea_tartonraira_austroiberica;open;9;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Thymelaea;tartonraira;austroiberica;Thymelaea tartonraira;2.26709742628514;1.15159058010234;0.965828280525963
3;SNEV03;37.077306;-3.481778;Helianthemum_apenninum_suffruticosum;open;13;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Helianthemum;apenninum;suffruticosum;Helianthemum apenninum;1.01918691839774;-1.39419102313219;0.923800074372116
3;SNEV03;37.077306;-3.481778;Helianthemum_cinereum_rotundifolium;open;51;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Helianthemum;cinereum;rotundifolium;Helianthemum cinereum;1.50998195211254;0.568410089191661;1.81989492189602
3;SNEV03;37.077306;-3.481778;Alyssum_serpyllifolium_serpyllifolium;open;54;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Alyssum;serpyllifolium;serpyllifolium;Alyssum serpyllifolium;1.24822118035571;0.302933892899488;1.73945123703638
3;SNEV03;37.077306;-3.481778;Arenaria_armerina_armerina;open;2;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Arenaria;armerina;armerina;Arenaria armerina;0.247198787146878;-0.721374019117169;1.72439420655971
3;SNEV03;37.077306;-3.481778;Erinacea_anthyllis_anthyllis;open;3;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Erinacea;anthyllis;anthyllis;Erinacea anthyllis;0.047770896222146;-0.93980246296115;1.78918004260765
3;SNEV03;37.077306;-3.481778;Fumana_ericoides;open;1;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Fumana;ericoides;NA;Fumana ericoides;1.82515469197396;0.883467111959105;1.8647207114314
3;SNEV03;37.077306;-3.481778;Dianthus_brachyanthus;open;7;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Dianthus;brachyanthus;NA;Dianthus brachyanthus;0.179764071575056;-0.763242799029367;1.8603330813784
3;SNEV03;37.077306;-3.481778;Ononis_pusilla_pusilla;open;4;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Ononis;pusilla;pusilla;Ononis pusilla;1.09422852449002;-1.37922896017335;0.834071537327163
3;SNEV03;37.077306;-3.481778;Thymus_granatensis_granatensis;open;0;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Thymus;granatensis;granatensis;Thymus granatensis;1.45474908310542;0.308893477403768;1.09336838869968
3;SNEV03;37.077306;-3.481778;Linum_suffruticosum;open;1;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Linum;suffruticosum;NA;Linum suffruticosum;1.3720795068455;0.423962798250454;1.70209047899061
4;SNEV04;37.02325;-3.008972;Genista_umbellata_equisetiformis;open;12;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Genista;umbellata;equisetiformis;Genista umbellata;0.449587523329091;1.34247592368723;1.81730493084456
4;SNEV04;37.02325;-3.008972;Ulex_parviflorus_parviflorus;open;4;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Ulex;parviflorus;parviflorus;Ulex parviflorus;0.694733995863817;1.35018218359024;1.4494023945329
4;SNEV04;37.02325;-3.008972;Lavandula_stoechas;open;10;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Lavandula;stoechas;NA;Lavandula stoechas;0;0.93439238947851;2.00597599444708
4;SNEV04;37.02325;-3.008972;Cistus_albidus;open;27;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Cistus;albidus;NA;Cistus albidus;1.13188015642527;1.63866705273922;1.11988915491142
4;SNEV04;37.02325;-3.008972;Thymus_mastichina_mastichina;open;5;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Thymus;mastichina;mastichina;Thymus mastichina;0.449681435557342;1.29743682784944;1.74062315528223
4;SNEV04;37.02325;-3.008972;Helichrysum_italicum_serotinum;open;2;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Helichrysum;italicum;serotinum;Helichrysum italicum;0.00278031964421128;0.931680251014621;2.00536404487671
4;SNEV04;37.02325;-3.008972;Ruta_montana;open;3;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Ruta;montana;NA;Ruta montana;0;0.93439238947851;2.00597599444708
4;SNEV04;37.02325;-3.008972;Quercus_rotundifolia;open;5;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Quercus;rotundifolia;NA;Quercus rotundifolia;0;0.93439238947851;2.00597599444708
4;SNEV04;37.02325;-3.008972;Ptilostemon_hispanicus;open;0;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Ptilostemon;hispanicus;NA;Ptilostemon hispanicus;0.475396231231522;0.909323759368209;1.53124118378588
4;SNEV04;37.02325;-3.008972;Clematis_flammula;open;1;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Clematis;flammula;NA;Clematis flammula;1.91048735786305;0.970333232259216;0.0958267331654494
4;SNEV04;37.02325;-3.008972;Teucrium_compactum;open;0;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Teucrium;compactum;NA;Teucrium compactum;0.51918759294669;0.425719068170506;2.10993372075572
5;SNEV05;37.060722;-3.011806;Genista_cinerea;open;6;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Genista;cinerea;NA;Genista cinerea;1.63223487499918;-1.20824518407245;1.24177291710963
5;SNEV05;37.060722;-3.011806;Thymus_mastichina_mastichina;open;10;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Thymus;mastichina;mastichina;Thymus mastichina;1.51827857141244;1.29743682784944;1.74062315528223
5;SNEV05;37.060722;-3.011806;Thymus_zygis_gracilis;open;6;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Thymus;zygis;gracilis;Thymus zygis;1.1588257979811;1.0644214371423;2.15431143346866
5;SNEV05;37.060722;-3.011806;Quercus_rotundifolia;open;0;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Quercus;rotundifolia;NA;Quercus rotundifolia;0.76074626254906;0.341399238820578;1.76573892905909
5;SNEV05;37.060722;-3.011806;Teucrium_compactum;open;1;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Teucrium;compactum;NA;Teucrium compactum;0;-0.0662905577221743;2.4080191683451
5;SNEV05;37.060722;-3.011806;Adenocarpus_decorticans;open;5;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Adenocarpus;decorticans;NA;Adenocarpus decorticans;0.0111026135191645;-0.0773604534567616;2.40716744340047
5;SNEV05;37.060722;-3.011806;Genista_umbellata_equisetiformis;open;1;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Genista;umbellata;equisetiformis;Genista umbellata;1.52760148910914;1.34247592368723;1.81730493084456
6;SNEV06;37.102278;-3.024278;Cytisus_galianoi;open;51;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Cytisus;galianoi;NA;Cytisus galianoi;0;-1.52599332149488;2.29876565242212
6;SNEV06;37.102278;-3.024278;Thymus_zygis_gracilis;open;1;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Thymus;zygis;gracilis;Thymus zygis;2.59443936971723;1.0644214371423;2.15431143346866
6;SNEV06;37.102278;-3.024278;Helichrysum_italicum_serotinum;open;2;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Helichrysum;italicum;serotinum;Helichrysum italicum;2.01243988778759;0.399163390234507;1.71251831789356
6;SNEV06;37.102278;-3.024278;Genista_versicolor;open;6;45.01;54.99;Sierra Nevada, high-elevation mica schists (Ragua 3)  ;-1.52599332149488;2.29876565242212;-0.491905898827539;Genista;versicolor;NA;Genista versicolor;0.427814671410375;-1.15622328407055;2.08360173235842
7;SNEV07;37.0375;-3.573444;Rosmarinus_officinalis;open;9;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Rosmarinus;officinalis;NA;Rosmarinus officinalis;0.725799093510687;0.770655344583744;1.8069888531773
7;SNEV07;37.0375;-3.573444;Thymus_granatensis_granatensis;open;8;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Thymus;granatensis;granatensis;Thymus granatensis;0.0393422040211706;0.381490271189815;1.15370468464691
7;SNEV07;37.0375;-3.573444;Ulex_parviflorus_parviflorus;open;6;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Ulex;parviflorus;parviflorus;Ulex parviflorus;0.579675400970312;0.95606030993565;1.10162137414507
7;SNEV07;37.0375;-3.573444;Cistus_clusii_clusii;open;0;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Cistus;clusii;clusii;Cistus clusii;0.962603734795399;1.10597713170795;1.82924458745886
7;SNEV07;37.0375;-3.573444;Argyrolobium_zanonii_zanonii;open;1;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Argyrolobium;zanonii;zanonii;Argyrolobium zanonii;0.840359597741583;-0.132006302121189;0.529420473963889
7;SNEV07;37.0375;-3.573444;Coris_monspeliensis_monspeliensis;open;4;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Coris;monspeliensis;monspeliensis;Coris monspeliensis;0.340672229885353;0.663375213125658;0.998564839369902
7;SNEV07;37.0375;-3.573444;Fumana_ericoides;open;13;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Fumana;ericoides;NA;Fumana ericoides;0.666653641198118;0.883467111959105;1.6341129667651
7;SNEV07;37.0375;-3.573444;Helianthemum_syriacum;open;9;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Helianthemum;syriacum;NA;Helianthemum syriacum;1.32674357951312;1.71017678068128;1.21588321969176
7;SNEV07;37.0375;-3.573444;Lavandula_lanata;open;0;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Lavandula;lanata;NA;Lavandula lanata;0.809292040134468;0.890245593724407;1.82409479651189
7;SNEV07;37.0375;-3.573444;Polygala_rupestris;open;0;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Polygala;rupestris;NA;Polygala rupestris;0.635763394211103;0.978725875393714;0.969254647921388
7;SNEV07;37.0375;-3.573444;Quercus_rotundifolia;open;1;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Quercus;rotundifolia;NA;Quercus rotundifolia;0.442078411692691;0.579179107648228;1.58946580839544
7;SNEV07;37.0375;-3.573444;Halimium_atriplicifolium_atriplicifolium;open;1;38.93;61.07;Sierra Nevada, low-elevation dolomites (Padul 1) ;0.383630753227157;1.19298861716252;-1.47647733813706;Halimium;atriplicifolium;atriplicifolium;Halimium atriplicifolium;1.02869059586628;1.41194224468776;1.22091384865284
8;SNEV08;37.043028;-3.526278;Rosmarinus_officinalis;open;2;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Rosmarinus;officinalis;NA;Rosmarinus officinalis;0.987015830096453;0.662020532740904;1.89953283901355
8;SNEV08;37.043028;-3.526278;Ulex_parviflorus_parviflorus;open;7;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Ulex;parviflorus;parviflorus;Ulex parviflorus;1.17897669056335;0.95606030993565;1.10162137414507
8;SNEV08;37.043028;-3.526278;Fumana_ericoides;open;9;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Fumana;ericoides;NA;Fumana ericoides;1.09596458570596;0.883467111959105;1.6341129667651
8;SNEV08;37.043028;-3.526278;Thymus_granatensis_granatensis;open;6;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Thymus;granatensis;granatensis;Thymus granatensis;0.579259610859808;0.308893477403768;1.09336838869968
8;SNEV08;37.043028;-3.526278;Coris_monspeliensis_monspeliensis;open;1;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Coris;monspeliensis;monspeliensis;Coris monspeliensis;0.868017247989564;0.663375213125658;1.57351212721295
8;SNEV08;37.043028;-3.526278;Cistus_clusii_clusii;open;9;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Cistus;clusii;clusii;Cistus clusii;1.32652733647005;1.03581627272225;1.91108139229604
8;SNEV08;37.043028;-3.526278;Dianthus_brachyanthus;open;3;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Dianthus;brachyanthus;NA;Dianthus brachyanthus;0.149577084329934;-0.163771576519263;1.54237005992322
8;SNEV08;37.043028;-3.526278;Arenaria_armerina_armerina;open;2;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Arenaria;armerina;armerina;Arenaria armerina;0;-0.185971930954168;1.39444964747244
8;SNEV08;37.043028;-3.526278;Linum_suffruticosum;open;1;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Linum;suffruticosum;NA;Linum suffruticosum;0.683127554053491;0.423962798250454;1.70209047899061
8;SNEV08;37.043028;-3.526278;Paronychia_suffruticosa_suffruticosa;open;1;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Paronychia;suffruticosa;suffruticosa;Paronychia suffruticosa;1.68010538197304;1.47269142053482;1.12688660637352
8;SNEV08;37.043028;-3.526278;Thymelaea_tartonraira_austroiberica;open;1;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Thymelaea;tartonraira;austroiberica;Thymelaea tartonraira;1.40456033946102;1.15159058010234;0.965828280525963
8;SNEV08;37.043028;-3.526278;Anthyllis_tejedensis_tejedensis;open;1;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Anthyllis;tejedensis;tejedensis;Anthyllis tejedensis;0.875106253283;0.480276582388658;0.827066291174879
8;SNEV08;37.043028;-3.526278;Alyssum_serpyllifolium_serpyllifolium;open;2;33.28;66.72;Sierra Nevada, mid-elevation dolomites (Padul 2)  ;-0.185971930954168;1.39444964747244;-1.43689062083347;Alyssum;serpyllifolium;serpyllifolium;Alyssum serpyllifolium;0.598376972651577;0.302933892899488;1.73945123703638
