community;code;lat;long;facilitated_species;nurse;n;canopy_percent;gap_percent;site;Axis1;Axis2;Axis3;genus;sp;sub_sp;recruit_sp;perc_95_dist2d;perc_95_pca1;perc_95_pca2
3;SNEV03;37.077306;-3.481778;Helianthemum_cinereum_rotundifolium;open;51;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Helianthemum;cinereum;rotundifolium;Helianthemum cinereum;1.78562135105947;0.843171429357388;1.89589324824239
3;SNEV03;37.077306;-3.481778;Alyssum_serpyllifolium_serpyllifolium;open;54;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Alyssum;serpyllifolium;serpyllifolium;Alyssum serpyllifolium;1.53239306829309;0.590801673678022;1.8181049324102
3;SNEV03;37.077306;-3.481778;Arenaria_armerina_armerina;open;2;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Arenaria;armerina;armerina;Arenaria armerina;0.377720420833537;-0.609444514665446;1.65684413622657
3;SNEV03;37.077306;-3.481778;Erinacea_anthyllis_anthyllis;open;3;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Erinacea;anthyllis;anthyllis;Erinacea anthyllis;0.0783780026850681;-0.879315963529146;1.78918004260765
3;SNEV03;37.077306;-3.481778;Fumana_ericoides;open;1;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Fumana;ericoides;NA;Fumana ericoides;1.96412568589792;1.02245308743317;1.8647207114314
3;SNEV03;37.077306;-3.481778;Dianthus_brachyanthus;open;7;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Dianthus;brachyanthus;NA;Dianthus brachyanthus;0.352770541019284;-0.589483024388757;1.8603330813784
3;SNEV03;37.077306;-3.481778;Ononis_pusilla_pusilla;open;4;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Ononis;pusilla;pusilla;Ononis pusilla;1.20485259693085;-1.48706387350918;0.762676070070479
3;SNEV03;37.077306;-3.481778;Thymus_granatensis_granatensis;open;0;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Thymus;granatensis;granatensis;Thymus granatensis;1.5802296242449;0.381490271189815;0.972695796805242
3;SNEV03;37.077306;-3.481778;Linum_suffruticosum;open;1;34.9;65.1;Sierra Nevada, high-elevation dolomites (Trevenque 3)  ;-0.941475862541194;1.83692162050064;-1.28419644582938;Linum;suffruticosum;NA;Linum suffruticosum;1.69117757818498;0.749018895376479;1.78886879115122
4;SNEV04;37.02325;-3.008972;Genista_umbellata_equisetiformis;open;12;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Genista;umbellata;equisetiformis;Genista umbellata;2.66658876873543;2.72878049667578;0.0334479256239897
4;SNEV04;37.02325;-3.008972;Ulex_parviflorus_parviflorus;open;4;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Ulex;parviflorus;parviflorus;Ulex parviflorus;0.843291249446361;1.34032913674888;1.26681735882929
4;SNEV04;37.02325;-3.008972;Lavandula_stoechas;open;10;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Lavandula;stoechas;NA;Lavandula stoechas;0;0.93439238947851;2.00597599444708
4;SNEV04;37.02325;-3.008972;Cistus_albidus;open;27;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Cistus;albidus;NA;Cistus albidus;1.34940858779899;2.09239369484124;1.31320149029448
4;SNEV04;37.02325;-3.008972;Thymus_mastichina_mastichina;open;5;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Thymus;mastichina;mastichina;Thymus mastichina;0.809216862765285;1.62577858787207;1.58547979273464
4;SNEV04;37.02325;-3.008972;Helichrysum_italicum_serotinum;open;2;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Helichrysum;italicum;serotinum;Helichrysum italicum;0.0795013048531991;0.931680251014621;1.9265209645351
4;SNEV04;37.02325;-3.008972;Ruta_montana;open;3;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Ruta;montana;NA;Ruta montana;0.114210783300243;0.967829046801229;1.89676934186063
4;SNEV04;37.02325;-3.008972;Quercus_rotundifolia;open;5;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Quercus;rotundifolia;NA;Quercus rotundifolia;1.5362423224862;2.34375602894815;1.39463762239877
4;SNEV04;37.02325;-3.008972;Ptilostemon_hispanicus;open;0;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Ptilostemon;hispanicus;NA;Ptilostemon hispanicus;0.673601367266067;0.909323759368209;1.33284126367834
4;SNEV04;37.02325;-3.008972;Clematis_flammula;open;1;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Clematis;flammula;NA;Clematis flammula;2.07280020380863;0.845731201602957;-0.0649271608630806
4;SNEV04;37.02325;-3.008972;Teucrium_compactum;open;0;59.86;40.14;Sierra Nevada, low-elevation mica schists (Ragua 1)  ;0.93439238947851;2.00597599444708;0.17592925251597;Teucrium;compactum;NA;Teucrium compactum;0.801438146037168;0.153395977458108;2.18583067560593
5;SNEV05;37.060722;-3.011806;Genista_cinerea;open;6;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Genista;cinerea;NA;Genista cinerea;1.79070085065142;-1.32131463786296;1.13070789273899
5;SNEV05;37.060722;-3.011806;Thymus_mastichina_mastichina;open;10;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Thymus;mastichina;mastichina;Thymus mastichina;1.88140081266637;1.62577858787207;1.58547979273464
5;SNEV05;37.060722;-3.011806;Thymus_zygis_gracilis;open;6;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Thymus;zygis;gracilis;Thymus zygis;1.28096249905206;1.18929588264805;2.15431143346866
5;SNEV05;37.060722;-3.011806;Quercus_rotundifolia;open;0;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Quercus;rotundifolia;NA;Quercus rotundifolia;2.6144342997264;2.34375602894815;1.39463762239877
5;SNEV05;37.060722;-3.011806;Teucrium_compactum;open;1;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Teucrium;compactum;NA;Teucrium compactum;0.0566639529460092;-0.109849676897211;2.37177821498895
5;SNEV05;37.060722;-3.011806;Adenocarpus_decorticans;open;5;60.87;39.13;Sierra Nevada, mid-elevation mica schists (Ragua 2)  ;-0.0662905577221743;2.4080191683451;0.199887211469691;Adenocarpus;decorticans;NA;Adenocarpus decorticans;0.0534355885337999;-0.0773604534567616;2.35574279193683
