species;variable;perc_95;position
Arbutus unedo;bio05;272.878935237688;start
Arbutus unedo;bio05;274.996551114208;end
Arbutus unedo;bio06;20.4538659216946;start
Arbutus unedo;bio06;23.9973820807026;end
Arbutus unedo;bio07;226.134396361599;start
Arbutus unedo;bio07;230.994434468376;end
Arbutus unedo;bio08;85.0074399496808;start
Arbutus unedo;bio08;89.9673772066045;end
Arbutus unedo;bio09;225.955516453719;start
Arbutus unedo;bio09;228.997468877679;end
Arbutus unedo;bio10;236.004281365613;start
Arbutus unedo;bio10;238.693670195153;end
Arbutus unedo;bio11;61.9929144540351;start
Arbutus unedo;bio11;63.9935509018862;end
Arbutus unedo;bio12;738.029707843657;start
Arbutus unedo;bio12;762.847198362233;end
Arbutus unedo;bio13;89.8439495487247;start
Arbutus unedo;bio13;92.9999700617062;end
Arbutus unedo;bio14;4.00176812295541;start
Arbutus unedo;bio14;5.96038772943893;end
Arbutus unedo;bio15;23.1611086760644;start
Arbutus unedo;bio15;25.9990383446092;end
Arbutus unedo;bio16;254.006061983691;start
Arbutus unedo;bio16;264.387139802586;end
Arbutus unedo;bio17;12.5620680626068;start
Arbutus unedo;bio17;16.9982491355799;end
Arbutus unedo;bio18;12.5905339501339;start
Arbutus unedo;bio18;16.9967486157921;end
Arbutus unedo;bio19;178.313543922315;start
Arbutus unedo;bio19;187.986915954935;end
Arenaria armerina;bio01;103.842756844753;start
Arenaria armerina;bio01;105.994630742701;end
Arenaria armerina;bio02;104.687295393724;start
Arenaria armerina;bio02;104.999582633258;end
Arenaria armerina;bio03;347.67037531723;start
Arenaria armerina;bio03;347.997594415793;end
Arenaria armerina;bio04;6470.70319178013;start
Arenaria armerina;bio04;6497.46467716922;end
Arenaria armerina;bio05;267.004528841654;start
Arenaria armerina;bio05;269.400648332577;end
Arenaria armerina;bio06;-30.4001716487333;start
Arenaria armerina;bio06;-27.0034623857804;end
Arenaria armerina;bio07;303.077137567546;start
Arenaria armerina;bio07;303.998848511995;end
Arenaria armerina;bio08;43.4501710530922;start
Arenaria armerina;bio08;46.997907620016;end
Arenaria armerina;bio09;196.00128357826;start
Arenaria armerina;bio09;198.867672300365;end
Arenaria armerina;bio10;196.350806731301;start
Arenaria armerina;bio10;199.487214419099;end
Arenaria armerina;bio11;24.7396556409616;start
Arenaria armerina;bio11;27.7914845459679;end
Arenaria armerina;bio12;607.776313389798;start
Arenaria armerina;bio12;624.770437624284;end
Arenaria armerina;bio13;87.9633177289218;start
Arenaria armerina;bio13;90.9949852791814;end
Arenaria armerina;bio14;4.00021744866553;start
Arenaria armerina;bio14;4.29908010219798;end
Arenaria armerina;bio15;51.2945342028289;start
Arenaria armerina;bio15;51.9991608446646;end
Arenaria armerina;bio16;258.428922954911;start
Arenaria armerina;bio16;264.997694763206;end
Arenaria armerina;bio17;14.478045402017;start
Arenaria armerina;bio17;15.9991102615682;end
Arenaria armerina;bio18;14.5510957501174;start
Arenaria armerina;bio18;15.9985333087371;end
Arenaria armerina;bio19;243.819812150435;start
Arenaria armerina;bio19;248.991864830252;end
Argyrolobium zanonii;bio01;128.101094735906;start
Argyrolobium zanonii;bio01;130.997017320048;end
Argyrolobium zanonii;bio02;80.9044483216056;start
Argyrolobium zanonii;bio02;80.9986980739589;end
Argyrolobium zanonii;bio03;296.000433006356;start
Argyrolobium zanonii;bio03;298.630177722977;end
Argyrolobium zanonii;bio04;5754.47728895879;start
Argyrolobium zanonii;bio04;5799.91968891617;end
Argyrolobium zanonii;bio05;269.003756344064;start
Argyrolobium zanonii;bio05;271.202841307982;end
Argyrolobium zanonii;bio06;16.4945656002483;start
Argyrolobium zanonii;bio06;18.998907234414;end
Argyrolobium zanonii;bio07;269.191120731021;start
Argyrolobium zanonii;bio07;271.997060767096;end
Argyrolobium zanonii;bio08;161.004228943564;start
Argyrolobium zanonii;bio08;166.067057107844;end
Argyrolobium zanonii;bio09;220.125977898265;start
Argyrolobium zanonii;bio09;223.996581348086;end
Argyrolobium zanonii;bio10;228.001297721595;start
Argyrolobium zanonii;bio10;231.053305814464;end
Argyrolobium zanonii;bio11;53.0035065129145;start
Argyrolobium zanonii;bio11;55.1337191183398;end
Argyrolobium zanonii;bio12;461.756553777571;start
Argyrolobium zanonii;bio12;487.967679652147;end
Argyrolobium zanonii;bio13;85.8815564681303;start
Argyrolobium zanonii;bio13;88.9984309582803;end
Argyrolobium zanonii;bio14;12.0023954283765;start
Argyrolobium zanonii;bio14;13.6492175411653;end
Argyrolobium zanonii;bio15;35.0015928127591;start
Argyrolobium zanonii;bio15;36.2268282987649;end
Argyrolobium zanonii;bio16;225.65881774269;start
Argyrolobium zanonii;bio16;234.985794906765;end
Argyrolobium zanonii;bio17;58.0030802326478;start
Argyrolobium zanonii;bio17;63.507128166506;end
Argyrolobium zanonii;bio18;61.0060220164698;start
Argyrolobium zanonii;bio18;67.2888789931826;end
Argyrolobium zanonii;bio19;98.5309957729263;start
Argyrolobium zanonii;bio19;106.990091356974;end
Artemisia barrelieri;bio01;163.50097966414;start
Artemisia barrelieri;bio01;166.883581423734;end
Artemisia barrelieri;bio02;82.0235822291068;start
Artemisia barrelieri;bio02;84.9991368386942;end
Artemisia barrelieri;bio03;339.748080485139;start
Artemisia barrelieri;bio03;340.997585655514;end
Artemisia barrelieri;bio04;5892.56207837809;start
Artemisia barrelieri;bio04;5948.72866398527;end
Artemisia barrelieri;bio05;297.694854477136;start
Artemisia barrelieri;bio05;299.999220467609;end
Artemisia barrelieri;bio06;40.1922680293046;start
Artemisia barrelieri;bio06;44.9980423696512;end
Artemisia barrelieri;bio07;256.000057859759;start
Artemisia barrelieri;bio07;261.638793697191;end
Artemisia barrelieri;bio08;96.9688891196671;start
Artemisia barrelieri;bio08;101.998565443022;end
Artemisia barrelieri;bio09;259.74624817589;start
Artemisia barrelieri;bio09;261.999520923618;end
Artemisia barrelieri;bio10;259.190264331189;start
Artemisia barrelieri;bio10;261.996399421538;end
Artemisia barrelieri;bio11;85.0035185664628;start
Artemisia barrelieri;bio11;88.3818065621029;end
Artemisia barrelieri;bio12;262.175356536028;start
Artemisia barrelieri;bio12;271.648723343373;end
Artemisia barrelieri;bio13;43.3319489911106;start
Artemisia barrelieri;bio13;44.998111114062;end
Artemisia barrelieri;bio14;3.00035900718014;start
Artemisia barrelieri;bio14;3.29644292885858;end
Artemisia barrelieri;bio15;42.0669414489741;start
Artemisia barrelieri;bio15;43.4080027831477;end
Artemisia barrelieri;bio16;90.0222958328475;start
Artemisia barrelieri;bio16;95.0860107680061;end
Artemisia barrelieri;bio17;14.5732111167735;start
Artemisia barrelieri;bio17;14.9975700340433;end
Artemisia barrelieri;bio18;14.577965249615;start
Artemisia barrelieri;bio18;14.9967433190166;end
Artemisia barrelieri;bio19;71.0016885377753;start
Artemisia barrelieri;bio19;73.2343985891483;end
Artemisia campestris;bio01;85.0007995490476;start
Artemisia campestris;bio01;88.7068771756562;end
Artemisia campestris;bio02;70.002133839183;start
Artemisia campestris;bio02;71.2582368284733;end
Artemisia campestris;bio03;194.597427297366;start
Artemisia campestris;bio03;197.999147484388;end
Artemisia campestris;bio04;6045.21790728784;start
Artemisia campestris;bio04;6148.68300304875;end
Artemisia campestris;bio05;233.204702383027;start
Artemisia campestris;bio05;237.99175447472;end
Artemisia campestris;bio06;-12.9938561992402;start
Artemisia campestris;bio06;-8.01700792422099;end
Artemisia campestris;bio07;263.006678323257;start
Artemisia campestris;bio07;267.073430997545;end
Artemisia campestris;bio08;167.066860757822;start
Artemisia campestris;bio08;170.989139462986;end
Artemisia campestris;bio09;2.00499342749356;start
Artemisia campestris;bio09;7.10432382040244;end
Artemisia campestris;bio10;165.5612726927;start
Artemisia campestris;bio10;167.993863047453;end
Artemisia campestris;bio11;5.00724012100727;start
Artemisia campestris;bio11;8.03886892854683;end
Artemisia campestris;bio12;596.022508114624;start
Artemisia campestris;bio12;612.667710044585;end
Artemisia campestris;bio13;75.005670669942;start
Artemisia campestris;bio13;76.5531135220486;end
Artemisia campestris;bio14;28.0021249643936;start
Artemisia campestris;bio14;29.3919879004062;end
Artemisia campestris;bio15;30.0018215914865;start
Artemisia campestris;bio15;31.8752076582928;end
Artemisia campestris;bio16;215.650061836861;start
Artemisia campestris;bio16;220.976916411825;end
Artemisia campestris;bio17;87.0035691951234;start
Artemisia campestris;bio17;90.2297918959309;end
Artemisia campestris;bio18;196.594448435239;start
Artemisia campestris;bio18;202.999648715006;end
Artemisia campestris;bio19;99.0065554858894;start
Artemisia campestris;bio19;102.09003214227;end
Artemisia campestris glutinosa;bio01;129.690621766954;start
Artemisia campestris glutinosa;bio01;132.997710527929;end
Artemisia campestris glutinosa;bio02;94.0000303455117;start
Artemisia campestris glutinosa;bio02;94.5433600359403;end
Artemisia campestris glutinosa;bio03;335.004789236575;start
Artemisia campestris glutinosa;bio03;336.843003294719;end
Artemisia campestris glutinosa;bio04;5996.06623314975;start
Artemisia campestris glutinosa;bio04;6053.42363889015;end
Artemisia campestris glutinosa;bio05;284.241286686074;start
Artemisia campestris glutinosa;bio05;286.998635805691;end
Artemisia campestris glutinosa;bio06;11.0049589995248;start
Artemisia campestris glutinosa;bio06;14.8887784508487;end
Artemisia campestris glutinosa;bio07;271.44078161366;start
Artemisia campestris glutinosa;bio07;274.997975380712;end
Artemisia campestris glutinosa;bio08;174.18575298561;start
Artemisia campestris glutinosa;bio08;181.501897344933;end
Artemisia campestris glutinosa;bio09;230.00691820826;start
Artemisia campestris glutinosa;bio09;233.580555977828;end
Artemisia campestris glutinosa;bio10;239.002101396589;start
Artemisia campestris glutinosa;bio10;241.184856276626;end
Artemisia campestris glutinosa;bio11;50.3198996405416;start
Artemisia campestris glutinosa;bio11;52.998096022045;end
Artemisia campestris glutinosa;bio12;481.014536032031;start
Artemisia campestris glutinosa;bio12;497.352331844544;end
Artemisia campestris glutinosa;bio13;59.3256076177807;start
Artemisia campestris glutinosa;bio13;61.9965711040135;end
Artemisia campestris glutinosa;bio14;4.3841905682354;start
Artemisia campestris glutinosa;bio14;4.99893114639787;end
Artemisia campestris glutinosa;bio15;38.0016080965012;start
Artemisia campestris glutinosa;bio15;39.6868545250014;end
Artemisia campestris glutinosa;bio16;174.000084998851;start
Artemisia campestris glutinosa;bio16;181.794457689755;end
Artemisia campestris glutinosa;bio17;17.0040404481306;start
Artemisia campestris glutinosa;bio17;19.4568947796337;end
Artemisia campestris glutinosa;bio18;17.0013923623138;start
Artemisia campestris glutinosa;bio18;19.8729437086055;end
Artemisia campestris glutinosa;bio19;102.01134703177;start
Artemisia campestris glutinosa;bio19;108.671171209925;end
Asparagus horridus;bio01;173.452666925313;start
Asparagus horridus;bio01;175.998568860883;end
Asparagus horridus;bio02;77.0002104709281;start
Asparagus horridus;bio02;79.9936027788491;end
Asparagus horridus;bio03;332.003723188551;start
Asparagus horridus;bio03;335.186218938551;end
Asparagus horridus;bio04;5599.80963046908;start
Asparagus horridus;bio04;5641.92201802438;end
Asparagus horridus;bio05;302.000046341404;start
Asparagus horridus;bio05;303.736586484649;end
Asparagus horridus;bio06;61.0061789114831;start
Asparagus horridus;bio06;64.3466946022645;end
Asparagus horridus;bio07;240.487238061338;start
Asparagus horridus;bio07;243.999970139664;end
Asparagus horridus;bio08;197.159907753636;start
Asparagus horridus;bio08;200.999143650436;end
Asparagus horridus;bio09;248.004980039805;start
Asparagus horridus;bio09;249.865294562936;end
Asparagus horridus;bio10;257.385309285884;start
Asparagus horridus;bio10;258.998059768438;end
Asparagus horridus;bio11;102.312016245765;start
Asparagus horridus;bio11;104.994980424776;end
Asparagus horridus;bio12;458.896386831265;start
Asparagus horridus;bio12;475.963776664185;end
Asparagus horridus;bio13;76.9085722187387;start
Asparagus horridus;bio13;79.9961549560574;end
Asparagus horridus;bio14;2.92300701444263;start
Asparagus horridus;bio14;2.99864176066761;end
Asparagus horridus;bio15;42.2237506748055;start
Asparagus horridus;bio15;42.9971970256351;end
Asparagus horridus;bio16;202.008942321845;start
Asparagus horridus;bio16;211.46414761731;end
Asparagus horridus;bio17;13.0045854974211;start
Asparagus horridus;bio17;13.9963280962081;end
Asparagus horridus;bio18;13.0055713663956;start
Asparagus horridus;bio18;13.906419121825;end
Asparagus horridus;bio19;100.009402318112;start
Asparagus horridus;bio19;105.11787657994;end
Berberis hispanica;bio01;94.0497052202042;start
Berberis hispanica;bio01;97.9998976528079;end
Berberis hispanica;bio02;104.160532933434;start
Berberis hispanica;bio02;104.999932419955;end
Berberis hispanica;bio03;347.000345865039;start
Berberis hispanica;bio03;347.133491715587;end
Berberis hispanica;bio04;6446.60754251924;start
Berberis hispanica;bio04;6463.99451886528;end
Berberis hispanica;bio05;265.000359713043;start
Berberis hispanica;bio05;268.68367617157;end
Berberis hispanica;bio06;-29.9973250563146;start
Berberis hispanica;bio06;-27.8873418369113;end
Berberis hispanica;bio07;302.002249998082;start
Berberis hispanica;bio07;302.158780752404;end
Berberis hispanica;bio08;27.014999367872;start
Berberis hispanica;bio08;30.9998672341696;end
Berberis hispanica;bio09;193.005703918176;start
Berberis hispanica;bio09;196.579251095398;end
Berberis hispanica;bio10;192.000585696378;start
Berberis hispanica;bio10;194.537102468658;end
Berberis hispanica;bio11;13.3883296995214;start
Berberis hispanica;bio11;15.9980155775547;end
Berberis hispanica;bio12;612.16554509483;start
Berberis hispanica;bio12;627.333865074025;end
Berberis hispanica;bio13;74.0003642271221;start
Berberis hispanica;bio13;77.8672113766089;end
Berberis hispanica;bio14;5.00020853554354;start
Berberis hispanica;bio14;5.84322116797107;end
Berberis hispanica;bio15;51.0012148613234;start
Berberis hispanica;bio15;51.4647995911458;end
Berberis hispanica;bio16;248.005494105304;start
Berberis hispanica;bio16;255.882457075841;end
Berberis hispanica;bio17;16.9422753344023;start
Berberis hispanica;bio17;18.9990859447186;end
Berberis hispanica;bio18;17.139252496795;start
Berberis hispanica;bio18;18.9934523315874;end
Berberis hispanica;bio19;241.152816473806;start
Berberis hispanica;bio19;247.99140945259;end
Bupleurum gibraltaricum;bio01;146.124163088603;start
Bupleurum gibraltaricum;bio01;147.999041835043;end
Bupleurum gibraltaricum;bio02;94.4182712151118;start
Bupleurum gibraltaricum;bio02;96.9988238907802;end
Bupleurum gibraltaricum;bio03;341.000753469266;start
Bupleurum gibraltaricum;bio03;343.192156997416;end
Bupleurum gibraltaricum;bio04;5998.23661757319;start
Bupleurum gibraltaricum;bio04;6060.16589710127;end
Bupleurum gibraltaricum;bio05;290.002061721565;start
Bupleurum gibraltaricum;bio05;293.118761582705;end
Bupleurum gibraltaricum;bio06;11.002974311979;start
Bupleurum gibraltaricum;bio06;14.7411881973132;end
Bupleurum gibraltaricum;bio07;278.307107619653;start
Bupleurum gibraltaricum;bio07;280.998161221751;end
Bupleurum gibraltaricum;bio08;83.690275287971;start
Bupleurum gibraltaricum;bio08;87.6932843136031;end
Bupleurum gibraltaricum;bio09;235.00164451272;start
Bupleurum gibraltaricum;bio09;237.078595630765;end
Bupleurum gibraltaricum;bio10;233.046825701228;start
Bupleurum gibraltaricum;bio10;235.99824538332;end
Bupleurum gibraltaricum;bio11;66.7559943806285;start
Bupleurum gibraltaricum;bio11;69.9974999257751;end
Bupleurum gibraltaricum;bio12;566.568957884366;start
Bupleurum gibraltaricum;bio12;591.543669553853;end
Bupleurum gibraltaricum;bio13;89.0016655117766;start
Bupleurum gibraltaricum;bio13;92.8236803771711;end
Bupleurum gibraltaricum;bio14;3.00012387337644;start
Bupleurum gibraltaricum;bio14;3.08267501451886;end
Bupleurum gibraltaricum;bio15;54.1566570708647;start
Bupleurum gibraltaricum;bio15;55.2179798452026;end
Bupleurum gibraltaricum;bio16;121.905175708998;start
Bupleurum gibraltaricum;bio16;128.989737521235;end
Bupleurum gibraltaricum;bio17;14.000108015702;start
Bupleurum gibraltaricum;bio17;14.3848209453041;end
Bupleurum gibraltaricum;bio18;14.000751577818;start
Bupleurum gibraltaricum;bio18;14.8144610188025;end
Bupleurum gibraltaricum;bio19;84.4277537156572;start
Bupleurum gibraltaricum;bio19;93.5095226441737;end
Bupleurum spinosum;bio01;110.002786086809;start
Bupleurum spinosum;bio01;112.166770398459;end
Bupleurum spinosum;bio02;106.000964538341;start
