species;variable;perc_90;position
Bupleurum gibraltaricum;bio07;277.001987028846;start
Bupleurum gibraltaricum;bio07;282.287119328462;end
Bupleurum gibraltaricum;bio08;81.0178909593155;start
Bupleurum gibraltaricum;bio08;90.9947924529631;end
Bupleurum gibraltaricum;bio09;233.697436589301;start
Bupleurum gibraltaricum;bio09;238.999041798;end
Bupleurum gibraltaricum;bio10;232.257191488037;start
Bupleurum gibraltaricum;bio10;236.998232972976;end
Bupleurum gibraltaricum;bio11;65.37527965638;start
Bupleurum gibraltaricum;bio11;71.9971557333074;end
Bupleurum gibraltaricum;bio12;552.47033032901;start
Bupleurum gibraltaricum;bio12;603.990743595581;end
Bupleurum gibraltaricum;bio13;87.0004388440593;start
Bupleurum gibraltaricum;bio13;94.496837099361;end
Bupleurum gibraltaricum;bio14;3.00012387337644;start
Bupleurum gibraltaricum;bio14;3.08267501451886;end
Bupleurum gibraltaricum;bio15;53.3365440179672;start
Bupleurum gibraltaricum;bio15;55.999231331868;end
Bupleurum gibraltaricum;bio16;119.483869773171;start
