species;pca1;pca2
Acer granatense;-0.422181530941329;0.715416527152052
Acer granatense;-0.52269171340645;0.777868645828326
Acer granatense;-0.52269171340645;0.847259888801962
Acer granatense;-0.52269171340645;0.916651131775598
Acer granatense;-0.52269171340645;0.986042374749235
Acer granatense;-0.52269171340645;1.05543361772287
Acer granatense;-0.52269171340645;1.12482486069651
Acer granatense;-0.422181530941329;1.18727697937278
Acer granatense;-0.411013732889649;1.19421610367014
Acer granatense;-0.411013732889649;1.26360734664378
Acer granatense;-0.31050355042453;1.32605946532005
Acer granatense;-0.198825569907729;1.32605946532005
Acer granatense;-0.0871475893909297;1.32605946532005
Acer granatense;0.0245303911258707;1.32605946532005
Acer granatense;0.125040573590991;1.26360734664378
Acer granatense;0.136208371642671;1.25666822234642
Acer granatense;0.236718554107791;1.19421610367014
Acer granatense;0.247886352159471;1.18727697937278
Acer granatense;0.348396534624591;1.12482486069651
Acer granatense;0.359564332676271;1.11788573639914
Acer granatense;0.460074515141391;1.05543361772287
Acer granatense;0.460074515141391;0.986042374749235
Acer granatense;0.460074515141391;0.916651131775598
Acer granatense;0.471242313193071;0.909712007478235
Acer granatense;0.571752495658191;0.847259888801962
Acer granatense;0.471242313193071;0.784807770125689
Acer granatense;0.460074515141391;0.777868645828326
Acer granatense;0.460074515141391;0.708477402854689
Acer granatense;0.460074515141391;0.639086159881052
Acer granatense;0.359564332676271;0.57663404120478
Acer granatense;0.348396534624591;0.569694916907416
Acer granatense;0.247886352159471;0.507242798231143
Acer granatense;0.136208371642671;0.507242798231143
Acer granatense;0.0245303911258707;0.507242798231143
Acer granatense;-0.0871475893909297;0.507242798231143
Acer granatense;-0.187657771856049;0.569694916907416
Acer granatense;-0.198825569907729;0.57663404120478
Acer granatense;-0.31050355042453;0.57663404120478
Acer granatense;-0.411013732889649;0.639086159881052
Acer granatense;-0.411013732889649;0.708477402854689
Acer granatense;-0.422181530941329;0.715416527152052
Acer granatense;-0.422181530941329;0.722355651449416
Acer granatense;-0.51152391535477;0.777868645828326
Acer granatense;-0.51152391535477;0.847259888801962
Acer granatense;-0.51152391535477;0.916651131775598
Acer granatense;-0.51152391535477;0.986042374749235
Acer granatense;-0.51152391535477;1.05543361772287
Acer granatense;-0.51152391535477;1.12482486069651
Acer granatense;-0.422181530941329;1.18033785507542
Acer granatense;-0.399845934837969;1.19421610367014
Acer granatense;-0.399845934837969;1.26360734664378
Acer granatense;-0.31050355042453;1.31912034102269
Acer granatense;-0.198825569907729;1.31912034102269
Acer granatense;-0.0871475893909297;1.31912034102269
Acer granatense;0.0245303911258707;1.31912034102269
Acer granatense;0.113872775539311;1.26360734664378
Acer granatense;0.136208371642671;1.24972909804905
Acer granatense;0.225550756056111;1.19421610367014
Acer granatense;0.247886352159471;1.18033785507542
Acer granatense;0.337228736572911;1.12482486069651
Acer granatense;0.359564332676271;1.11094661210178
Acer granatense;0.448906717089711;1.05543361772287
Acer granatense;0.448906717089711;0.986042374749235
Acer granatense;0.448906717089711;0.916651131775598
Acer granatense;0.471242313193071;0.902772883180871
Acer granatense;0.560584697606511;0.847259888801962
Acer granatense;0.471242313193071;0.791746894423053
Acer granatense;0.448906717089711;0.777868645828326
Acer granatense;0.448906717089711;0.708477402854689
Acer granatense;0.448906717089711;0.639086159881052
Acer granatense;0.359564332676271;0.583573165502143
Acer granatense;0.337228736572911;0.569694916907416
Acer granatense;0.247886352159471;0.514181922528507
Acer granatense;0.136208371642671;0.514181922528507
Acer granatense;0.0245303911258707;0.514181922528507
Acer granatense;-0.0871475893909297;0.514181922528507
Acer granatense;-0.176489973804369;0.569694916907416
Acer granatense;-0.198825569907729;0.583573165502143
Acer granatense;-0.31050355042453;0.583573165502143
Acer granatense;-0.399845934837969;0.639086159881052
Acer granatense;-0.399845934837969;0.708477402854689
Acer granatense;-0.422181530941329;0.722355651449416
Acer granatense;-0.422181530941329;0.72929477574678
Acer granatense;-0.50035611730309;0.777868645828326
Acer granatense;-0.50035611730309;0.847259888801962
Acer granatense;-0.50035611730309;0.916651131775598
Acer granatense;-0.50035611730309;0.986042374749235
Acer granatense;-0.50035611730309;1.05543361772287
Acer granatense;-0.50035611730309;1.12482486069651
Acer granatense;-0.422181530941329;1.17339873077805
Acer granatense;-0.388678136786289;1.19421610367014
Acer granatense;-0.388678136786289;1.26360734664378
Acer granatense;-0.31050355042453;1.31218121672533
Acer granatense;-0.198825569907729;1.31218121672533
Acer granatense;-0.0871475893909297;1.31218121672533
Acer granatense;0.0245303911258707;1.31218121672533
Acer granatense;0.102704977487631;1.26360734664378
Acer granatense;0.136208371642671;1.24278997375169
Acer granatense;0.214382958004431;1.19421610367014
Acer granatense;0.247886352159471;1.17339873077805
Acer granatense;0.326060938521231;1.12482486069651
Acer granatense;0.359564332676271;1.10400748780442
Acer granatense;0.437738919038031;1.05543361772287
Acer granatense;0.437738919038031;0.986042374749235
Acer granatense;0.437738919038031;0.916651131775598
Acer granatense;0.471242313193071;0.895833758883507
Acer granatense;0.549416899554831;0.847259888801962
Acer granatense;0.471242313193071;0.798686018720417
Acer granatense;0.437738919038031;0.777868645828326
Acer granatense;0.437738919038031;0.708477402854689
Acer granatense;0.437738919038031;0.639086159881052
Acer granatense;0.359564332676271;0.590512289799507
Acer granatense;0.326060938521231;0.569694916907416
Acer granatense;0.247886352159471;0.52112104682587
Acer granatense;0.136208371642671;0.52112104682587
Acer granatense;0.0245303911258707;0.52112104682587
Acer granatense;-0.0871475893909297;0.52112104682587
Acer granatense;-0.165322175752689;0.569694916907416
Acer granatense;-0.198825569907729;0.590512289799507
Acer granatense;-0.31050355042453;0.590512289799507
Acer granatense;-0.388678136786289;0.639086159881052
Acer granatense;-0.388678136786289;0.708477402854689
Acer granatense;-0.422181530941329;0.72929477574678
Acer granatense;-0.422181530941329;0.736233900044143
Acer granatense;-0.48918831925141;0.777868645828326
Acer granatense;-0.48918831925141;0.847259888801962
Acer granatense;-0.48918831925141;0.916651131775598
Acer granatense;-0.48918831925141;0.986042374749235
Acer granatense;-0.48918831925141;1.05543361772287
Acer granatense;-0.48918831925141;1.12482486069651
Acer granatense;-0.422181530941329;1.16645960648069
Acer granatense;-0.377510338734609;1.19421610367014
Acer granatense;-0.377510338734609;1.26360734664378
Acer granatense;-0.31050355042453;1.30524209242796
Acer granatense;-0.198825569907729;1.30524209242796
Acer granatense;-0.0871475893909297;1.30524209242796
Acer granatense;0.0245303911258707;1.30524209242796
Acer granatense;0.091537179435951;1.26360734664378
Acer granatense;0.136208371642671;1.23585084945433
Acer granatense;0.203215159952751;1.19421610367014
Acer granatense;0.247886352159471;1.16645960648069
Acer granatense;0.314893140469551;1.12482486069651
Acer granatense;0.359564332676271;1.09706836350705
Acer granatense;0.426571120986351;1.05543361772287
Acer granatense;0.426571120986351;0.986042374749235
Acer granatense;0.426571120986351;0.916651131775598
Acer granatense;0.471242313193071;0.888894634586144
Acer granatense;0.538249101503151;0.847259888801962
Acer granatense;0.471242313193071;0.80562514301778
Acer granatense;0.426571120986351;0.777868645828326
Acer granatense;0.426571120986351;0.708477402854689
Acer granatense;0.426571120986351;0.639086159881052
Acer granatense;0.359564332676271;0.59745141409687
Acer granatense;0.314893140469551;0.569694916907416
Acer granatense;0.247886352159471;0.528060171123234
Acer granatense;0.136208371642671;0.528060171123234
Acer granatense;0.0245303911258707;0.528060171123234
Acer granatense;-0.0871475893909297;0.528060171123234
Acer granatense;-0.154154377701009;0.569694916907416
Acer granatense;-0.198825569907729;0.59745141409687
Acer granatense;-0.31050355042453;0.59745141409687
Acer granatense;-0.377510338734609;0.639086159881052
Acer granatense;-0.377510338734609;0.708477402854689
Acer granatense;-0.422181530941329;0.736233900044143
Acer granatense;-0.422181530941329;0.743173024341507
Acer granatense;-0.478020521199729;0.777868645828326
Acer granatense;-0.478020521199729;0.847259888801962
Acer granatense;-0.478020521199729;0.916651131775598
Acer granatense;-0.478020521199729;0.986042374749235
Acer granatense;-0.478020521199729;1.05543361772287
Acer granatense;-0.478020521199729;1.12482486069651
Acer granatense;-0.422181530941329;1.15952048218333
Acer granatense;-0.366342540682929;1.19421610367014
Acer granatense;-0.366342540682929;1.26360734664378
Acer granatense;-0.31050355042453;1.2983029681306
Acer granatense;-0.198825569907729;1.2983029681306
Acer granatense;-0.0871475893909297;1.2983029681306
Acer granatense;0.0245303911258707;1.2983029681306
Acer granatense;0.080369381384271;1.26360734664378
Acer granatense;0.136208371642671;1.22891172515696
Acer granatense;0.192047361901071;1.19421610367014
Acer granatense;0.247886352159471;1.15952048218333
Acer granatense;0.303725342417871;1.12482486069651
Acer granatense;0.359564332676271;1.09012923920969
Acer granatense;0.415403322934671;1.05543361772287
Acer granatense;0.415403322934671;0.986042374749235
Acer granatense;0.415403322934671;0.916651131775598
Acer granatense;0.471242313193071;0.88195551028878
Acer granatense;0.527081303451471;0.847259888801962
Acer granatense;0.471242313193071;0.812564267315144
