community;code;lat;long;facilitated_species;nurse;n;canopy_percent;gap_percent;site;genus;sp;sub_sp;recruit_sp;pop_bio01;pop_bio02;pop_bio03;pop_bio04;pop_bio05;pop_bio06;pop_bio07;pop_bio08;pop_bio09;pop_bio10;pop_bio11;pop_bio12;pop_bio13;pop_bio14;pop_bio15;pop_bio16;pop_bio17;pop_bio18;pop_bio19;closest_p90_bio01;dist_bio01;closest_p90_bio02;dist_bio02;closest_p90_bio03;dist_bio03;closest_p90_bio04;dist_bio04;closest_p90_bio05;dist_bio05;closest_p90_bio06;dist_bio06;closest_p90_bio07;dist_bio07;closest_p90_bio08;dist_bio08;closest_p90_bio09;dist_bio09;closest_p90_bio10;dist_bio10;closest_p90_bio11;dist_bio11;closest_p90_bio12;dist_bio12;closest_p90_bio13;dist_bio13;closest_p90_bio14;dist_bio14;closest_p90_bio15;dist_bio15;closest_p90_bio16;dist_bio16;closest_p90_bio17;dist_bio17;closest_p90_bio18;dist_bio18;closest_p90_bio19;dist_bio19
1;SNEV01;37.081306;-3.536167;Ulex_parviflorus_parviflorus;open;9;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Ulex;parviflorus;parviflorus;Ulex parviflorus;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;146.792689365943;-29.792689365943;106.000883245748;-2.000883245748;349;0;5756.32516071267;513.67483928733;303.345124186147;-24.345124186147;37.0031671630905;-55.0031671630905;308.00126917605;-11.00126917605;102.473282692269;-47.473282692269;248.47296489323;-36.47296489323;251.003052963613;-39.003052963613;65.3040191822379;-27.3040191822379;587.352055067318;0.64794493268198;84.8677215645908;6.13227843540921;3.13068361367227;-0.13068361367227;60.3055909743386;-2.3055909743386;234.745789763711;27.254210236289;13.0015310152567;-2.0015310152567;13.0004827992498;-2.0004827992498;112.72162054249;132.27837945751
1;SNEV01;37.081306;-3.536167;Thymus_granatensis_granatensis;open;14;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Thymus;granatensis;granatensis;Thymus granatensis;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;117.353286915536;-0.353286915536003;104.000654624055;-0.000654624055002273;348.99894802815;0.00105197185001771;6426.38526304459;-156.38526304459;276.999520396413;2.000479603587;-17.9655988498303;-0.0344011501696997;299.001002155127;-2.00100215512703;55;0;212;0;212;0;41.002880231376;-3.002880231376;590.057772676655;-2.05777267665496;91;0;3.63690703353034;-0.63690703353034;58;0;262;0;13.8477384740511;-2.8477384740511;13.851002672116;-2.851002672116;249.366803897463;-4.366803897463
1;SNEV01;37.081306;-3.536167;Cistus_clusii_clusii;open;2;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Cistus;clusii;clusii;Cistus clusii;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;140.255998468093;-23.255998468093;95.5139992599725;8.48600074002751;339.999776628478;9.000223371522;6196.9885095453;73.0114904546999;291.000104748497;-12.000104748497;11.826903626573;-29.826903626573;281.997902222218;15.002097777782;172.254650837733;-117.254650837733;233.00492232791;-21.00492232791;239.000675267239;-27.000675267239;59.0003911488099;-21.0003911488099;476.207141186914;111.792858813086;55.7907944746065;35.2092055253935;3.02058233449639;-0.0205823344963898;32.9998063250412;25.0001936749588;154.987965178702;107.012034821298;11.7070699939733;-0.707069993973301;11.7656716097308;-0.7656716097308;97.9989712714931;147.001028728507
1;SNEV01;37.081306;-3.536167;Rosmarinus_officinalis;open;2;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Rosmarinus;officinalis;NA;Rosmarinus officinalis;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;139.003368103337;-22.003368103337;96.8415789852842;7.1584210147158;340.150163080977;8.84983691902301;6066.03852385658;203.96147614342;279;0;12.7243346176153;-30.7243346176153;301.570842490233;-4.57084249023302;167.005110533405;-112.005110533405;227.246344744266;-15.246344744266;230.001044240481;-18.001044240481;55.0021486590056;-17.0021486590056;535.198325616481;52.801674383519;78.996945281076;12.003054718924;4.00048420738692;-1.00048420738692;36.7953573937165;21.2046426062835;228.966079481586;33.033920518414;13.6400074818637;-2.6400074818637;13.0368742891147;-2.0368742891147;109.650868267277;135.349131732723
1;SNEV01;37.081306;-3.536167;Fumana_ericoides;open;65;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Fumana;ericoides;NA;Fumana ericoides;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;133.081764826197;-16.081764826197;81.9993147946306;22.0006852053694;339.001013014161;9.998986985839;5808.65308809508;461.34691190492;279;0;18.0047613075429;-36.0047613075429;255.998926158385;41.001073841615;169.875776438068;-114.875776438068;223.02079207219;-11.02079207219;229.706496451503;-17.706496451503;54.2598993023578;-16.2598993023578;474.978399597825;113.021600402175;84.8198937203017;6.18010627969829;3.70590380178519;-0.70590380178519;37.6703769637184;20.3296230362816;231.993761007492;30.006238992508;14.6908383515443;-3.6908383515443;14.493182108311;-3.493182108311;99.998296966925;145.001703033075
1;SNEV01;37.081306;-3.536167;Rhamnus_saxatilis;open;0;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Rhamnus;saxatilis;NA;Rhamnus saxatilis;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;115.997482735543;1.002517264457;83.1973066986461;20.8026933013539;337.274236605849;11.725763394151;6339.0323211587;-69.0323211587001;270.997868477051;8.00213152294901;-4.99878186039868;-13.0012181396013;272.650565784644;24.349434215356;55;0;205.999708574202;6.000291425798;206.998145122094;5.001854877906;38;0;544.105693481096;43.894306518904;79.9974859198483;11.0025140801517;21.0022441416012;-18.0022441416012;30.9991481847526;27.0008518152474;214.940061337992;47.059938662008;71.005104223126;-60.005104223126;78.0127404709832;-67.0127404709832;169.96076589539;75.03923410461
1;SNEV01;37.081306;-3.536167;Coris_monspeliensis_monspeliensis;open;0;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Coris;monspeliensis;monspeliensis;Coris monspeliensis;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;142.789676865273;-25.789676865273;94.9992681325314;9.0007318674686;338.99365968963;10.00634031037;5792.05409189004;477.94590810996;279;0;15.9925907533057;-33.9925907533057;250.996081773921;46.003918226079;164.003440742707;-109.003440742707;226.13282272848;-14.13282272848;230.001508507137;-18.001508507137;59.0039571800144;-21.0039571800144;480.666652605743;107.333347394257;80.9993109748837;10.0006890251163;11.0003154020629;-8.0003154020629;37.8111619239299;20.1888380760701;219.544566213817;42.455433786183;49.0855972580161;-38.0855972580161;52.0038988360947;-41.0038988360947;109.99359516737;135.00640483263
1;SNEV01;37.081306;-3.536167;Thymelaea_tartonraira_austroiberica;open;1;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Thymelaea;tartonraira;austroiberica;Thymelaea tartonraira;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;160.004227242893;-43.004227242893;99.9998312392512;4.00016876074881;347.9998512822;1.00014871780002;5225.98773073545;1044.01226926455;289.005172413922;-10.005172413922;64.2949238611959;-82.2949238611959;286.637511922889;10.362488077111;172.006743048356;-117.006743048356;236.057822196113;-24.057822196113;243.98439704234;-31.98439704234;88.001096275874;-50.001096275874;588;0;93.005110373962;-2.005110373962;3.09896185301224;-0.09896185301224;43.9984517766664;14.0015482233336;142.98661246677;119.01338753323;13.0007461502718;-2.0007461502718;13.0015592981498;-2.0015592981498;81.1007580396456;163.899241960354
1;SNEV01;37.081306;-3.536167;Linum_suffruticosum;open;0;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Linum;suffruticosum;NA;Linum suffruticosum;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;128.647707896778;-11.647707896778;95.9987838724664;8.0012161275336;338.833539873022;10.166460126978;5975.92886509429;294.07113490571;280.005064641582;-1.00506464158201;16.0009504700318;-34.0009504700318;274.459121768829;22.540878231171;64.6739393289252;-9.6739393289252;220.23485885959;-8.23485885958999;224.71987005519;-12.71987005519;52.0711762375196;-14.0711762375196;477.448776158419;110.551223841581;58.6076517036632;32.3923482963368;12.0006182927688;-9.0006182927688;32.0988320271461;25.9011679728539;175.675648314144;86.324351685856;54.4770063734157;-43.4770063734157;53.8984599500832;-42.8984599500832;106.993022866372;138.006977133628
1;SNEV01;37.081306;-3.536167;Arenaria_armerina_armerina;open;70;38.47;61.53;Sierra Nevada, low-elevation dolomites (Trevenque 1)  ;Arenaria;armerina;armerina;Arenaria armerina;117;104;349;6270;279;-18;297;55;212;212;38;588;91;3;58;262;11;11;245;106.997622813778;10.002377186222;104.687295393724;-0.687295393724;348.663719009295;0.336280990705006;6458.05564046611;-188.05564046611;270.993363053015;8.006636946985;-25.0031164739926;7.0031164739926;303.000682281831;-6.00068228183102;48.4343734616142;6.5656265383858;200.998877747925;11.001122252075;200.993785797517;11.006214202483;29.3226247328975;8.6773752671025;602.021689310395;-14.021689310395;91;0;4.00021744866553;-1.00021744866553;52.3124948194384;5.6875051805616;262;0;14.478045402017;-3.478045402017;14.5510957501174;-3.5510957501174;245;0
