community;code;site;lat;long;recruit_species;recruit_sp;genus;sp;sub_sp;nurse;n;canopy_percent;gap_percent
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Cistus_albidus;Cistus albidus;Cistus;albidus;NA;open;21;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Genista_umbellata_equisetiformis;Genista umbellata;Genista;umbellata;equisetiformis;open;4;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Thymus_baeticus;Thymus baeticus;Thymus;baeticus;NA;open;1;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Lavandula_stoechas;Lavandula stoechas;Lavandula;stoechas;NA;open;8;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Quercus_rotundifolia;Quercus rotundifolia;Quercus;rotundifolia;NA;open;2;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Ruta_angustifolia;Ruta angustifolia;Ruta;angustifolia;NA;open;1;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Phlomis_purpurea;Phlomis purpurea;Phlomis;purpurea;NA;open;0;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Halimium_atriplicifolium_atriplicifolium;Halimium atriplicifolium;Halimium;atriplicifolium;atriplicifolium;open;0;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Ptilostemon_hispanicus;Ptilostemon hispanicus;Ptilostemon;hispanicus;NA;open;1;63;37
12;SNEV12;Sierra Nevada, low-elevation mica schists (Capileira 1)  ;36.927583;-3.354028;Phagnalon_saxatile;Phagnalon saxatile;Phagnalon;saxatile;NA;open;0;63;37
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Ulex_parviflorus_parviflorus;Ulex parviflorus;Ulex;parviflorus;parviflorus;open;23;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Genista_cinerea;Genista cinerea;Genista;cinerea;NA;open;8;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Genista_umbellata_equisetiformis;Genista umbellata;Genista;umbellata;equisetiformis;open;2;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Thymus_zygis_gracilis;Thymus zygis;Thymus;zygis;gracilis;open;6;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Teucrium_compactum;Teucrium compactum;Teucrium;compactum;NA;open;3;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Ptilostemon_hispanicus;Ptilostemon hispanicus;Ptilostemon;hispanicus;NA;open;0;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Quercus_rotundifolia;Quercus rotundifolia;Quercus;rotundifolia;NA;open;7;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Paronychia_suffruticosa_suffruticosa;Paronychia suffruticosa;Paronychia;suffruticosa;suffruticosa;open;1;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Ruta_montana;Ruta montana;Ruta;montana;NA;open;1;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Phlomis_lychnitis;Phlomis lychnitis;Phlomis;lychnitis;NA;open;2;51.88;48.12
13;SNEV13;Sierra Nevada, mid-elevation mica schists (Capileira 2)  ;36.940833;-3.346333;Helichrysum_italicum_serotinum;Helichrysum italicum;Helichrysum;italicum;serotinum;open;0;51.88;48.12
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Thymus_zygis_gracilis;Thymus zygis;Thymus;zygis;gracilis;open;7;47.03;52.97
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Bupleurum_spinosum;Bupleurum spinosum;Bupleurum;spinosum;NA;open;2;47.03;52.97
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Dianthus_brachyanthus;Dianthus brachyanthus;Dianthus;brachyanthus;NA;open;10;47.03;52.97
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Arenaria_armerina_armerina;Arenaria armerina;Arenaria;armerina;armerina;open;3;47.03;52.97
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Cytisus_galianoi;Cytisus galianoi;Cytisus;galianoi;NA;open;25;47.03;52.97
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Genista_versicolor;Genista versicolor;Genista;versicolor;NA;open;8;47.03;52.97
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Artemisia_campestris_glutinosa;Artemisia campestris;Artemisia;campestris;glutinosa;open;1;47.03;52.97
14;SNEV14;Sierra Nevada, high-elevation mica schists (Capileira 3)  ;36.964472;-3.335639;Helianthemum_apenninum_suffruticosum;Helianthemum apenninum;Helianthemum;apenninum;suffruticosum;open;4;47.03;52.97
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Rosmarinus_officinalis;Rosmarinus officinalis;Rosmarinus;officinalis;NA;open;6;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Phlomis_lychnitis;Phlomis lychnitis;Phlomis;lychnitis;NA;open;4;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Genista_cinerea;Genista cinerea;Genista;cinerea;NA;open;1;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Fumana_ericoides;Fumana ericoides;Fumana;ericoides;NA;open;17;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Lavandula_lanata;Lavandula lanata;Lavandula;lanata;NA;open;4;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Staehelina_dubia;Staehelina dubia;Staehelina;dubia;NA;open;1;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Linum_suffruticosum;Linum suffruticosum;Linum;suffruticosum;NA;open;6;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Ulex_parviflorus_parviflorus;Ulex parviflorus;Ulex;parviflorus;parviflorus;open;15;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Ptilostemon_hispanicus;Ptilostemon hispanicus;Ptilostemon;hispanicus;NA;open;1;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Helianthemum_cinereum_rotundifolium;Helianthemum cinereum;Helianthemum;cinereum;rotundifolium;open;18;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Thymus_membranaceus;Thymus membranaceus;Thymus;membranaceus;NA;open;11;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Cistus_clusii_clusii;Cistus clusii;Cistus;clusii;clusii;open;1;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Phlomis_purpurea;Phlomis purpurea;Phlomis;purpurea;NA;open;33;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Satureja_obovata;Satureja obovata;Satureja;obovata;NA;open;2;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Argyrolobium_zanonii_zanonii;Argyrolobium zanonii;Argyrolobium;zanonii;zanonii;open;1;58.4;41.6
15;SNEV15;Sierra Nevada, low-elevation limestones (Beires 1)  ;37.029972;-2.778306;Fumana_thymifolia;Fumana thymifolia;Fumana;thymifolia;NA;open;3;58.4;41.6
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Helianthemum_cinereum_rotundifolium;Helianthemum cinereum;Helianthemum;cinereum;rotundifolium;open;74;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Lavandula_lanata;Lavandula lanata;Lavandula;lanata;NA;open;1;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Linum_suffruticosum;Linum suffruticosum;Linum;suffruticosum;NA;open;7;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Echinospartum_boissieri;Echinospartum boissieri;Echinospartum;boissieri;NA;open;20;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Thymus_membranaceus;Thymus membranaceus;Thymus;membranaceus;NA;open;14;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Helianthemum_apenninum_suffruticosum;Helianthemum apenninum;Helianthemum;apenninum;suffruticosum;open;9;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Fumana_ericoides;Fumana ericoides;Fumana;ericoides;NA;open;6;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Lithodora_fruticosa;Lithodora fruticosa;Lithodora;fruticosa;NA;open;3;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Staehelina_dubia;Staehelina dubia;Staehelina;dubia;NA;open;2;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Phlomis_lychnitis;Phlomis lychnitis;Phlomis;lychnitis;NA;open;2;65.52;34.48
16;SNEV16;Sierra Nevada, mid-elevation limestones (Beires 2)  ;37.033333;-2.803528;Erinacea_anthyllis_anthyllis;Erinacea anthyllis;Erinacea;anthyllis;anthyllis;open;3;65.52;34.48
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Acer_monspessulanum;Acer monspessulanum;Acer;monspessulanum;NA;open;1;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Amelanchier_ovalis;Amelanchier ovalis;Amelanchier;ovalis;NA;open;2;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Cistus_albidus;Cistus albidus;Cistus;albidus;NA;open;106;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Cistus_salviifolius;Cistus salviifolius;Cistus;salviifolius;NA;open;1;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Crataegus_monogyna;Crataegus monogyna;Crataegus;monogyna;NA;open;26;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Daphne_gnidium;Daphne gnidium;Daphne;gnidium;NA;open;3;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Fraxinus_angustifolia;Fraxinus angustifolia;Fraxinus;angustifolia;NA;open;6;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Genista_cinerea;Genista cinerea;Genista;cinerea;NA;open;14;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Juniperus_oxycedrus;Juniperus oxycedrus;Juniperus;oxycedrus;NA;open;36;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Juniperus_phoenicea;Juniperus phoenicea;Juniperus;phoenicea;NA;open;1;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Lavandula_latifolia;Lavandula latifolia;Lavandula;latifolia;NA;open;11;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Olea_europaea;Olea europaea;Olea;europaea;NA;open;62;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Phillyrea_angustifolia;Phillyrea angustifolia;Phillyrea;angustifolia;NA;open;10;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Phillyrea_latifolia;Phillyrea latifolia;Phillyrea;latifolia;NA;open;175;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Phlomis_purpurea;Phlomis purpurea;Phlomis;purpurea;NA;open;63;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Pinus_halepensis;Pinus halepensis;Pinus;halepensis;NA;open;187;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Pistacia_lentiscus;Pistacia lentiscus;Pistacia;lentiscus;NA;open;19;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Pistacia_terebinthus;Pistacia terebinthus;Pistacia;terebinthus;NA;open;28;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Prunus_mahaleb;Prunus mahaleb;Prunus;mahaleb;NA;open;2;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Prunus_spinosa;Prunus spinosa;Prunus;spinosa;NA;open;0;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Quercus_coccifera;Quercus coccifera;Quercus;coccifera;NA;open;7;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Quercus_faginea;Quercus faginea;Quercus;faginea;NA;open;116;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Quercus_ilex;Quercus ilex;Quercus;ilex;NA;open;38;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Rhamnus_alaternus;Rhamnus alaternus;Rhamnus;alaternus;NA;open;2;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Rhamnus_lycioides;Rhamnus lycioides;Rhamnus;lycioides;NA;open;30;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Rhamnus_myrtifolia;Rhamnus myrtifolia;Rhamnus;myrtifolia;NA;open;2;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Rosa_canina;Rosa canina;Rosa;canina;NA;open;3;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Rosmarinus_officinalis;Rosmarinus officinalis;Rosmarinus;officinalis;NA;open;1;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Teucrium_fruticans;Teucrium fruticans;Teucrium;fruticans;NA;open;14;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Thymus_mastichina;Thymus mastichina;Thymus;mastichina;NA;open;9;56.94;43.06
17;LADR;Barranco de los Ladrones (Sierra de Ja<e9>n);37.636322;-3.742298;Ulex_parviflorus;Ulex parviflorus;Ulex;parviflorus;NA;open;7;56.94;43.06
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Cistus_albidus;Cistus albidus;Cistus;albidus;NA;open;110;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Cistus_salviifolius;Cistus salviifolius;Cistus;salviifolius;NA;open;15;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Crataegus_monogyna;Crataegus monogyna;Crataegus;monogyna;NA;open;4;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Juniperus_oxycedrus;Juniperus oxycedrus;Juniperus;oxycedrus;NA;open;4;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Juniperus_phoenicea;Juniperus phoenicea;Juniperus;phoenicea;NA;open;0;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Lonicera_implexa;Lonicera implexa;Lonicera;implexa;NA;open;10;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Olea_europaea;Olea europaea;Olea;europaea;NA;open;14;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Phillyrea_angustifolia;Phillyrea angustifolia;Phillyrea;angustifolia;NA;open;14;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Phillyrea_latifolia;Phillyrea latifolia;Phillyrea;latifolia;NA;open;14;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Phlomis_purpurea;Phlomis purpurea;Phlomis;purpurea;NA;open;21;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Pinus_halepensis;Pinus halepensis;Pinus;halepensis;NA;open;65;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Pistacia_lentiscus;Pistacia lentiscus;Pistacia;lentiscus;NA;open;12;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Pistacia_terebinthus;Pistacia terebinthus;Pistacia;terebinthus;NA;open;4;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Quercus_coccifera;Quercus coccifera;Quercus;coccifera;NA;open;8;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Quercus_ilex;Quercus ilex;Quercus;ilex;NA;open;9;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Rhamnus_alaternus;Rhamnus alaternus;Rhamnus;alaternus;NA;open;1;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Rhamnus_lycioides;Rhamnus lycioides;Rhamnus;lycioides;NA;open;26;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Rosa_canina;Rosa canina;Rosa;canina;NA;open;0;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Rosmarinus_officinalis;Rosmarinus officinalis;Rosmarinus;officinalis;NA;open;6;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Ruscus_aculeatus;Ruscus aculeatus;Ruscus;aculeatus;NA;open;0;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Thymus_mastichina;Thymus mastichina;Thymus;mastichina;NA;open;2;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Ulex_parviflorus;Ulex parviflorus;Ulex;parviflorus;NA;open;6;69.36;30.64
18;CHAZA;Ca<f1>ada de las Hazadillas Alto (Zona Recreativa, Ja<e9>n);37.662249;-3.721234;Viburnum_tinus;Viburnum tinus;Viburnum;tinus;NA;open;3;69.36;30.64
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Celtis_australis;Celtis australis;Celtis;australis;NA;open;4;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Cistus_albidus;Cistus albidus;Cistus;albidus;NA;open;99;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Cistus_salviifolius;Cistus salviifolius;Cistus;salviifolius;NA;open;84;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Colutea_hispanica;Colutea hispanica;Colutea;hispanica;NA;open;2;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Crataegus_monogyna;Crataegus monogyna;Crataegus;monogyna;NA;open;0;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Daphne_gnidium;Daphne gnidium;Daphne;gnidium;NA;open;3;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Genista_scorpius;Genista scorpius;Genista;scorpius;NA;open;1;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Juniperus_oxycedrus;Juniperus oxycedrus;Juniperus;oxycedrus;NA;open;21;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Juniperus_phoenicea;Juniperus phoenicea;Juniperus;phoenicea;NA;open;2;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Olea_europaea;Olea europaea;Olea;europaea;NA;open;41;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Phillyrea_angustifolia;Phillyrea angustifolia;Phillyrea;angustifolia;NA;open;55;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Phillyrea_latifolia;Phillyrea latifolia;Phillyrea;latifolia;NA;open;80;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Phlomis_purpurea;Phlomis purpurea;Phlomis;purpurea;NA;open;19;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Pinus_halepensis;Pinus halepensis;Pinus;halepensis;NA;open;2;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Pistacia_lentiscus;Pistacia lentiscus;Pistacia;lentiscus;NA;open;48;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Pistacia_terebinthus;Pistacia terebinthus;Pistacia;terebinthus;NA;open;18;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Quercus_coccifera;Quercus coccifera;Quercus;coccifera;NA;open;43;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Quercus_ilex;Quercus ilex;Quercus;ilex;NA;open;34;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Rhamnus_alaternus;Rhamnus alaternus;Rhamnus;alaternus;NA;open;1;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Rhamnus_lycioides;Rhamnus lycioides;Rhamnus;lycioides;NA;open;58;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Rosmarinus_officinalis;Rosmarinus officinalis;Rosmarinus;officinalis;NA;open;30;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Ruscus_aculeatus;Ruscus aculeatus;Ruscus;aculeatus;NA;open;0;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Ulex_parviflorus;Ulex parviflorus;Ulex;parviflorus;NA;open;12;86.752;13.248
19;CHAZB;Ca<f1>ada de las Hazadillas Bajo (Sierra de Ja<e9>n);37.669289;-3.731011;Viburnum_tinus;Viburnum tinus;Viburnum;tinus;NA;open;4;86.752;13.248
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Acer_monspessulanum;Acer monspessulanum;Acer;monspessulanum;NA;open;1;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Amelanchier_ovalis;Amelanchier ovalis;Amelanchier;ovalis;NA;open;7;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Berberis_hispanica;Berberis hispanica;Berberis;hispanica;NA;open;0;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Celtis_australis;Celtis australis;Celtis;australis;NA;open;1;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Cistus_albidus;Cistus albidus;Cistus;albidus;NA;open;85;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Cistus_salviifolius;Cistus salviifolius;Cistus;salviifolius;NA;open;0;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Colutea_hispanica;Colutea hispanica;Colutea;hispanica;NA;open;0;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Crataegus_monogyna;Crataegus monogyna;Crataegus;monogyna;NA;open;44;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Daphne_gnidium;Daphne gnidium;Daphne;gnidium;NA;open;19;32.54;67.46
20;CHIM;Cruz de Chimba (Ja<e9>n);37.646035;-3.711252;Echinospartum_boissieri;Echinospartum boissieri;Echinospartum;boissieri;NA;open;1;32.54;67.46
